prey growth rate,0.8
prey death rate,0.2
predator growth rate,0.0004
predator death,0.2
x,500
y,20
n,90000
t (days),180

timestep,x,y
100.444,0.0543221,470.309
100.446,0.0543068,470.121
100.448,0.0542916,469.933
100.45,0.0542765,469.745
100.452,0.0542613,469.557
100.454,0.0542463,469.369
100.456,0.0542312,469.181
100.458,0.0542162,468.994
100.46,0.0542013,468.806
100.462,0.0541864,468.619
100.464,0.0541716,468.431
100.466,0.0541568,468.244
100.468,0.054142,468.057
100.47,0.0541273,467.87
100.472,0.0541126,467.683
100.474,0.054098,467.495
100.476,0.0540834,467.309
100.478,0.0540689,467.122
100.48,0.0540544,466.935
100.482,0.0540399,466.748
100.484,0.0540255,466.562
100.486,0.0540111,466.375
100.488,0.0539968,466.188
100.49,0.0539825,466.002
100.492,0.0539683,465.816
100.494,0.0539541,465.629
100.496,0.05394,465.443
100.498,0.0539259,465.257
100.5,0.0539118,465.071
100.502,0.0538978,464.885
100.504,0.0538839,464.699
100.506,0.0538699,464.513
100.508,0.0538561,464.328
100.51,0.0538422,464.142
100.512,0.0538284,463.956
100.514,0.0538147,463.771
100.516,0.053801,463.585
100.518,0.0537873,463.4
100.52,0.0537737,463.215
100.522,0.0537601,463.029
100.524,0.0537466,462.844
100.526,0.0537331,462.659
100.528,0.0537197,462.474
100.53,0.0537062,462.289
100.532,0.0536929,462.104
100.534,0.0536796,461.92
100.536,0.0536663,461.735
100.538,0.0536531,461.55
100.54,0.0536399,461.366
100.542,0.0536267,461.181
100.544,0.0536136,460.997
100.546,0.0536006,460.813
100.548,0.0535876,460.628
100.55,0.0535746,460.444
100.552,0.0535616,460.26
100.554,0.0535488,460.076
100.556,0.0535359,459.892
100.558,0.0535231,459.708
100.56,0.0535103,459.524
100.562,0.0534976,459.34
100.564,0.053485,459.157
100.566,0.0534723,458.973
100.568,0.0534597,458.79
100.57,0.0534472,458.606
100.572,0.0534347,458.423
100.574,0.0534222,458.239
100.576,0.0534098,458.056
100.578,0.0533974,457.873
100.58,0.0533851,457.69
100.582,0.0533728,457.507
100.584,0.0533605,457.324
100.586,0.0533483,457.141
100.588,0.0533361,456.958
100.59,0.053324,456.776
100.592,0.0533119,456.593
100.594,0.0532998,456.41
100.596,0.0532878,456.228
100.598,0.0532759,456.045
100.6,0.053264,455.863
100.602,0.0532521,455.681
100.604,0.0532402,455.499
100.606,0.0532284,455.316
100.608,0.0532167,455.134
100.61,0.053205,454.952
100.612,0.0531933,454.77
100.614,0.0531817,454.589
100.616,0.0531701,454.407
100.618,0.0531585,454.225
100.62,0.053147,454.043
100.622,0.0531355,453.862
100.624,0.0531241,453.68
100.626,0.0531127,453.499
100.628,0.0531014,453.318
100.63,0.0530901,453.136
100.632,0.0530788,452.955
100.634,0.0530676,452.774
100.636,0.0530564,452.593
100.638,0.0530453,452.412
100.64,0.0530342,452.231
100.642,0.0530231,452.05
100.644,0.0530121,451.869
100.646,0.0530011,451.689
100.648,0.0529902,451.508
100.65,0.0529793,451.328
100.652,0.0529684,451.147
100.654,0.0529576,450.967
100.656,0.0529468,450.786
100.658,0.0529361,450.606
100.66,0.0529254,450.426
100.662,0.0529147,450.246
100.664,0.0529041,450.066
100.666,0.0528935,449.886
100.668,0.052883,449.706
100.67,0.0528725,449.526
100.672,0.0528621,449.346
100.674,0.0528516,449.167
100.676,0.0528413,448.987
100.678,0.0528309,448.808
100.68,0.0528206,448.628
100.682,0.0528104,448.449
100.684,0.0528002,448.269
100.686,0.05279,448.09
100.688,0.0527799,447.911
100.69,0.0527698,447.732
100.692,0.0527597,447.553
100.694,0.0527497,447.374
100.696,0.0527397,447.195
100.698,0.0527298,447.016
100.7,0.0527199,446.837
100.702,0.05271,446.659
100.704,0.0527002,446.48
100.706,0.0526904,446.301
100.708,0.0526807,446.123
100.71,0.052671,445.945
100.712,0.0526613,445.766
100.714,0.0526517,445.588
100.716,0.0526421,445.41
100.718,0.0526326,445.232
100.72,0.0526231,445.054
100.722,0.0526136,444.876
100.724,0.0526042,444.698
100.726,0.0525948,444.52
100.728,0.0525855,444.342
100.73,0.0525762,444.165
100.732,0.0525669,443.987
100.734,0.0525577,443.809
100.736,0.0525485,443.632
100.738,0.0525393,443.455
100.74,0.0525302,443.277
100.742,0.0525211,443.1
100.744,0.0525121,442.923
100.746,0.0525031,442.746
100.748,0.0524941,442.569
100.75,0.0524852,442.392
100.752,0.0524763,442.215
100.754,0.0524675,442.038
100.756,0.0524587,441.861
100.758,0.0524499,441.684
100.76,0.0524412,441.508
100.762,0.0524325,441.331
100.764,0.0524239,441.155
100.766,0.0524153,440.978
100.768,0.0524067,440.802
100.77,0.0523982,440.626
100.772,0.0523897,440.45
100.774,0.0523812,440.273
100.776,0.0523728,440.097
100.778,0.0523644,439.921
100.78,0.0523561,439.746
100.782,0.0523478,439.57
100.784,0.0523395,439.394
100.786,0.0523313,439.218
100.788,0.0523231,439.043
100.79,0.0523149,438.867
100.792,0.0523068,438.692
100.794,0.0522987,438.516
100.796,0.0522907,438.341
100.798,0.0522827,438.165
100.8,0.0522747,437.99
100.802,0.0522668,437.815
100.804,0.0522589,437.64
100.806,0.0522511,437.465
100.808,0.0522432,437.29
100.81,0.0522355,437.115
100.812,0.0522277,436.94
100.814,0.05222,436.766
100.816,0.0522124,436.591
100.818,0.0522048,436.416
100.82,0.0521972,436.242
100.822,0.0521896,436.068
100.824,0.0521821,435.893
100.826,0.0521746,435.719
100.828,0.0521672,435.545
100.83,0.0521598,435.37
100.832,0.0521524,435.196
100.834,0.0521451,435.022
100.836,0.0521378,434.848
100.838,0.0521306,434.674
100.84,0.0521234,434.501
100.842,0.0521162,434.327
100.844,0.0521091,434.153
100.846,0.052102,433.98
100.848,0.0520949,433.806
100.85,0.0520879,433.633
100.852,0.0520809,433.459
100.854,0.0520739,433.286
100.856,0.052067,433.113
100.858,0.0520601,432.939
100.86,0.0520533,432.766
100.862,0.0520465,432.593
100.864,0.0520397,432.42
100.866,0.052033,432.247
100.868,0.0520263,432.075
100.87,0.0520196,431.902
100.872,0.052013,431.729
100.874,0.0520064,431.556
100.876,0.0519999,431.384
100.878,0.0519934,431.211
100.88,0.0519869,431.039
100.882,0.0519805,430.867
100.884,0.0519741,430.694
100.886,0.0519677,430.522
100.888,0.0519614,430.35
100.89,0.0519551,430.178
100.892,0.0519488,430.006
100.894,0.0519426,429.834
100.896,0.0519365,429.662
100.898,0.0519303,429.49
100.9,0.0519242,429.318
100.902,0.0519181,429.147
100.904,0.0519121,428.975
100.906,0.0519061,428.804
100.908,0.0519001,428.632
100.91,0.0518942,428.461
100.912,0.0518883,428.289
100.914,0.0518825,428.118
100.916,0.0518766,427.947
100.918,0.0518709,427.776
100.92,0.0518651,427.605
100.922,0.0518594,427.434
100.924,0.0518537,427.263
100.926,0.0518481,427.092
100.928,0.0518425,426.921
100.93,0.0518369,426.75
100.932,0.0518314,426.58
100.934,0.0518259,426.409
100.936,0.0518205,426.239
100.938,0.051815,426.068
100.94,0.0518097,425.898
100.942,0.0518043,425.728
100.944,0.051799,425.557
100.946,0.0517937,425.387
100.948,0.0517885,425.217
100.95,0.0517833,425.047
100.952,0.0517781,424.877
100.954,0.051773,424.707
100.956,0.0517679,424.537
100.958,0.0517628,424.368
100.96,0.0517578,424.198
100.962,0.0517528,424.028
100.964,0.0517478,423.859
100.966,0.0517429,423.689
100.968,0.051738,423.52
100.97,0.0517332,423.35
100.972,0.0517284,423.181
100.974,0.0517236,423.012
100.976,0.0517188,422.843
100.978,0.0517141,422.674
100.98,0.0517095,422.505
100.982,0.0517048,422.336
100.984,0.0517002,422.167
100.986,0.0516956,421.998
100.988,0.0516911,421.829
100.99,0.0516866,421.661
100.992,0.0516822,421.492
100.994,0.0516777,421.323
100.996,0.0516733,421.155
100.998,0.051669,420.986
101,0.0516647,420.818
101.002,0.0516604,420.65
101.004,0.0516561,420.482
101.006,0.0516519,420.314
101.008,0.0516477,420.145
101.01,0.0516436,419.977
101.012,0.0516395,419.809
101.014,0.0516354,419.642
101.016,0.0516314,419.474
101.018,0.0516274,419.306
101.02,0.0516234,419.138
101.022,0.0516195,418.971
101.024,0.0516156,418.803
101.026,0.0516117,418.636
101.028,0.0516079,418.468
101.03,0.0516041,418.301
101.032,0.0516003,418.134
101.034,0.0515966,417.967
101.036,0.0515929,417.799
101.038,0.0515892,417.632
101.04,0.0515856,417.465
101.042,0.051582,417.298
101.044,0.0515785,417.132
101.046,0.051575,416.965
101.048,0.0515715,416.798
101.05,0.051568,416.631
101.052,0.0515646,416.465
101.054,0.0515612,416.298
101.056,0.0515579,416.132
101.058,0.0515546,415.965
101.06,0.0515513,415.799
101.062,0.0515481,415.633
101.064,0.0515449,415.467
101.066,0.0515417,415.3
101.068,0.0515386,415.134
101.07,0.0515355,414.968
101.072,0.0515324,414.802
101.074,0.0515294,414.637
101.076,0.0515264,414.471
101.078,0.0515234,414.305
101.08,0.0515205,414.139
101.082,0.0515176,413.974
101.084,0.0515147,413.808
101.086,0.0515119,413.643
101.088,0.0515091,413.477
101.09,0.0515063,413.312
101.092,0.0515036,413.147
101.094,0.0515009,412.981
101.096,0.0514982,412.816
101.098,0.0514956,412.651
101.1,0.051493,412.486
101.102,0.0514905,412.321
101.104,0.051488,412.156
101.106,0.0514855,411.992
101.108,0.051483,411.827
101.11,0.0514806,411.662
101.112,0.0514782,411.498
101.114,0.0514759,411.333
101.116,0.0514735,411.169
101.118,0.0514713,411.004
101.12,0.051469,410.84
101.122,0.0514668,410.675
101.124,0.0514646,410.511
101.126,0.0514625,410.347
101.128,0.0514604,410.183
101.13,0.0514583,410.019
101.132,0.0514562,409.855
101.134,0.0514542,409.691
101.136,0.0514522,409.527
101.138,0.0514503,409.364
101.14,0.0514484,409.2
101.142,0.0514465,409.036
101.144,0.0514447,408.873
101.146,0.0514429,408.709
101.148,0.0514411,408.546
101.15,0.0514393,408.382
101.152,0.0514376,408.219
101.154,0.051436,408.056
101.156,0.0514343,407.893
101.158,0.0514327,407.73
101.16,0.0514311,407.566
101.162,0.0514296,407.404
101.164,0.0514281,407.241
101.166,0.0514266,407.078
101.168,0.0514252,406.915
101.17,0.0514238,406.752
101.172,0.0514224,406.59
101.174,0.0514211,406.427
101.176,0.0514198,406.264
101.178,0.0514185,406.102
101.18,0.0514173,405.94
101.182,0.051416,405.777
101.184,0.0514149,405.615
101.186,0.0514137,405.453
101.188,0.0514126,405.291
101.19,0.0514116,405.129
101.192,0.0514105,404.967
101.194,0.0514095,404.805
101.196,0.0514085,404.643
101.198,0.0514076,404.481
101.2,0.0514067,404.319
101.202,0.0514058,404.158
101.204,0.051405,403.996
101.206,0.0514042,403.834
101.208,0.0514034,403.673
101.21,0.0514027,403.512
101.212,0.051402,403.35
101.214,0.0514013,403.189
101.216,0.0514007,403.028
101.218,0.0514001,402.867
101.22,0.0513995,402.705
101.222,0.0513989,402.544
101.224,0.0513984,402.383
101.226,0.051398,402.223
101.228,0.0513975,402.062
101.23,0.0513971,401.901
101.232,0.0513967,401.74
101.234,0.0513964,401.58
101.236,0.0513961,401.419
101.238,0.0513958,401.258
101.24,0.0513956,401.098
101.242,0.0513954,400.938
101.244,0.0513952,400.777
101.246,0.051395,400.617
101.248,0.0513949,400.457
101.25,0.0513949,400.297
101.252,0.0513948,400.137
101.254,0.0513948,399.977
101.256,0.0513948,399.817
101.258,0.0513949,399.657
101.26,0.051395,399.497
101.262,0.0513951,399.337
101.264,0.0513952,399.178
101.266,0.0513954,399.018
101.268,0.0513956,398.858
101.27,0.0513959,398.699
101.272,0.0513962,398.539
101.274,0.0513965,398.38
101.276,0.0513968,398.221
101.278,0.0513972,398.061
101.28,0.0513976,397.902
101.282,0.0513981,397.743
101.284,0.0513986,397.584
101.286,0.0513991,397.425
101.288,0.0513996,397.266
101.29,0.0514002,397.107
101.292,0.0514008,396.949
101.294,0.0514015,396.79
101.296,0.0514021,396.631
101.298,0.0514028,396.473
101.3,0.0514036,396.314
101.302,0.0514044,396.156
101.304,0.0514052,395.997
101.306,0.051406,395.839
101.308,0.0514069,395.681
101.31,0.0514078,395.522
101.312,0.0514087,395.364
101.314,0.0514097,395.206
101.316,0.0514107,395.048
101.318,0.0514117,394.89
101.32,0.0514128,394.732
101.322,0.0514139,394.574
101.324,0.051415,394.416
101.326,0.0514162,394.259
101.328,0.0514174,394.101
101.33,0.0514186,393.944
101.332,0.0514199,393.786
101.334,0.0514212,393.629
101.336,0.0514225,393.471
101.338,0.0514239,393.314
101.34,0.0514253,393.157
101.342,0.0514267,392.999
101.344,0.0514281,392.842
101.346,0.0514296,392.685
101.348,0.0514311,392.528
101.35,0.0514327,392.371
101.352,0.0514343,392.214
101.354,0.0514359,392.057
101.356,0.0514375,391.901
101.358,0.0514392,391.744
101.36,0.0514409,391.587
101.362,0.0514427,391.431
101.364,0.0514445,391.274
101.366,0.0514463,391.118
101.368,0.0514481,390.961
101.37,0.05145,390.805
101.372,0.0514519,390.649
101.374,0.0514539,390.492
101.376,0.0514558,390.336
101.378,0.0514578,390.18
101.38,0.0514599,390.024
101.382,0.0514619,389.868
101.384,0.051464,389.712
101.386,0.0514662,389.556
101.388,0.0514683,389.401
101.39,0.0514705,389.245
101.392,0.0514728,389.089
101.394,0.051475,388.934
101.396,0.0514773,388.778
101.398,0.0514797,388.623
101.4,0.051482,388.467
101.402,0.0514844,388.312
101.404,0.0514868,388.157
101.406,0.0514893,388.001
101.408,0.0514918,387.846
101.41,0.0514943,387.691
101.412,0.0514968,387.536
101.414,0.0514994,387.381
101.416,0.051502,387.226
101.418,0.0515047,387.071
101.42,0.0515074,386.917
101.422,0.0515101,386.762
101.424,0.0515128,386.607
101.426,0.0515156,386.453
101.428,0.0515184,386.298
101.43,0.0515212,386.144
101.432,0.0515241,385.989
101.434,0.051527,385.835
101.436,0.05153,385.681
101.438,0.0515329,385.526
101.44,0.0515359,385.372
101.442,0.051539,385.218
101.444,0.051542,385.064
101.446,0.0515451,384.91
101.448,0.0515482,384.756
101.45,0.0515514,384.602
101.452,0.0515546,384.449
101.454,0.0515578,384.295
101.456,0.0515611,384.141
101.458,0.0515644,383.988
101.46,0.0515677,383.834
101.462,0.051571,383.681
101.464,0.0515744,383.527
101.466,0.0515778,383.374
101.468,0.0515813,383.22
101.47,0.0515847,383.067
101.472,0.0515883,382.914
101.474,0.0515918,382.761
101.476,0.0515954,382.608
101.478,0.051599,382.455
101.48,0.0516026,382.302
101.482,0.0516063,382.149
101.484,0.05161,381.996
101.486,0.0516137,381.843
101.488,0.0516175,381.691
101.49,0.0516213,381.538
101.492,0.0516251,381.386
101.494,0.051629,381.233
101.496,0.0516329,381.081
101.498,0.0516368,380.928
101.5,0.0516407,380.776
101.502,0.0516447,380.624
101.504,0.0516487,380.471
101.506,0.0516528,380.319
101.508,0.0516569,380.167
101.51,0.051661,380.015
101.512,0.0516651,379.863
101.514,0.0516693,379.711
101.516,0.0516735,379.56
101.518,0.0516778,379.408
101.52,0.051682,379.256
101.522,0.0516863,379.104
101.524,0.0516907,378.953
101.526,0.051695,378.801
101.528,0.0516994,378.65
101.53,0.0517039,378.498
101.532,0.0517083,378.347
101.534,0.0517128,378.196
101.536,0.0517173,378.044
101.538,0.0517219,377.893
101.54,0.0517265,377.742
101.542,0.0517311,377.591
101.544,0.0517358,377.44
101.546,0.0517405,377.289
101.548,0.0517452,377.138
101.55,0.0517499,376.988
101.552,0.0517547,376.837
101.554,0.0517595,376.686
101.556,0.0517644,376.535
101.558,0.0517692,376.385
101.56,0.0517741,376.234
101.562,0.0517791,376.084
101.564,0.051784,375.934
101.566,0.051789,375.783
101.568,0.0517941,375.633
101.57,0.0517991,375.483
101.572,0.0518042,375.333
101.574,0.0518094,375.183
101.576,0.0518145,375.032
101.578,0.0518197,374.883
101.58,0.0518249,374.733
101.582,0.0518302,374.583
101.584,0.0518355,374.433
101.586,0.0518408,374.283
101.588,0.0518461,374.134
101.59,0.0518515,373.984
101.592,0.0518569,373.834
101.594,0.0518624,373.685
101.596,0.0518678,373.536
101.598,0.0518733,373.386
101.6,0.0518789,373.237
101.602,0.0518845,373.088
101.604,0.0518901,372.938
101.606,0.0518957,372.789
101.608,0.0519014,372.64
101.61,0.0519071,372.491
101.612,0.0519128,372.342
101.614,0.0519185,372.193
101.616,0.0519243,372.045
101.618,0.0519302,371.896
101.62,0.051936,371.747
101.622,0.0519419,371.598
101.624,0.0519478,371.45
101.626,0.0519538,371.301
101.628,0.0519597,371.153
101.63,0.0519657,371.004
101.632,0.0519718,370.856
101.634,0.0519779,370.708
101.636,0.051984,370.559
101.638,0.0519901,370.411
101.64,0.0519963,370.263
101.642,0.0520025,370.115
101.644,0.0520087,369.967
101.646,0.052015,369.819
101.648,0.0520213,369.671
101.65,0.0520276,369.523
101.652,0.052034,369.376
101.654,0.0520403,369.228
101.656,0.0520468,369.08
101.658,0.0520532,368.933
101.66,0.0520597,368.785
101.662,0.0520662,368.638
101.664,0.0520728,368.49
101.666,0.0520793,368.343
101.668,0.052086,368.196
101.67,0.0520926,368.048
101.672,0.0520993,367.901
101.674,0.052106,367.754
101.676,0.0521127,367.607
101.678,0.0521195,367.46
101.68,0.0521263,367.313
101.682,0.0521331,367.166
101.684,0.05214,367.019
101.686,0.0521469,366.873
101.688,0.0521538,366.726
101.69,0.0521607,366.579
101.692,0.0521677,366.433
101.694,0.0521748,366.286
101.696,0.0521818,366.14
101.698,0.0521889,365.993
101.7,0.052196,365.847
101.702,0.0522032,365.701
101.704,0.0522103,365.554
101.706,0.0522175,365.408
101.708,0.0522248,365.262
101.71,0.0522321,365.116
101.712,0.0522394,364.97
101.714,0.0522467,364.824
101.716,0.0522541,364.678
101.718,0.0522615,364.532
101.72,0.0522689,364.387
101.722,0.0522764,364.241
101.724,0.0522838,364.095
101.726,0.0522914,363.95
101.728,0.0522989,363.804
101.73,0.0523065,363.659
101.732,0.0523141,363.513
101.734,0.0523218,363.368
101.736,0.0523295,363.223
101.738,0.0523372,363.077
101.74,0.0523449,362.932
101.742,0.0523527,362.787
101.744,0.0523605,362.642
101.746,0.0523684,362.497
101.748,0.0523762,362.352
101.75,0.0523841,362.207
101.752,0.0523921,362.062
101.754,0.0524,361.918
101.756,0.052408,361.773
101.758,0.0524161,361.628
101.76,0.0524241,361.484
101.762,0.0524322,361.339
101.764,0.0524403,361.194
101.766,0.0524485,361.05
101.768,0.0524567,360.906
101.77,0.0524649,360.761
101.772,0.0524731,360.617
101.774,0.0524814,360.473
101.776,0.0524897,360.329
101.778,0.0524981,360.185
101.78,0.0525065,360.041
101.782,0.0525149,359.897
101.784,0.0525233,359.753
101.786,0.0525318,359.609
101.788,0.0525403,359.465
101.79,0.0525488,359.321
101.792,0.0525574,359.178
101.794,0.052566,359.034
101.796,0.0525746,358.89
101.798,0.0525833,358.747
101.8,0.052592,358.604
101.802,0.0526007,358.46
101.804,0.0526094,358.317
101.806,0.0526182,358.173
101.808,0.0526271,358.03
101.81,0.0526359,357.887
101.812,0.0526448,357.744
101.814,0.0526537,357.601
101.816,0.0526626,357.458
101.818,0.0526716,357.315
101.82,0.0526806,357.172
101.822,0.0526897,357.029
101.824,0.0526987,356.887
101.826,0.0527078,356.744
101.828,0.052717,356.601
101.83,0.0527262,356.459
101.832,0.0527354,356.316
101.834,0.0527446,356.174
101.836,0.0527538,356.031
101.838,0.0527631,355.889
101.84,0.0527725,355.746
101.842,0.0527818,355.604
101.844,0.0527912,355.462
101.846,0.0528006,355.32
101.848,0.0528101,355.178
101.85,0.0528196,355.036
101.852,0.0528291,354.894
101.854,0.0528386,354.752
101.856,0.0528482,354.61
101.858,0.0528578,354.468
101.86,0.0528675,354.326
101.862,0.0528771,354.185
101.864,0.0528868,354.043
101.866,0.0528966,353.902
101.868,0.0529064,353.76
101.87,0.0529162,353.619
101.872,0.052926,353.477
101.874,0.0529359,353.336
101.876,0.0529457,353.195
101.878,0.0529557,353.053
101.88,0.0529656,352.912
101.882,0.0529756,352.771
101.884,0.0529857,352.63
101.886,0.0529957,352.489
101.888,0.0530058,352.348
101.89,0.0530159,352.207
101.892,0.0530261,352.066
101.894,0.0530362,351.925
101.896,0.0530465,351.785
101.898,0.0530567,351.644
101.9,0.053067,351.503
101.902,0.0530773,351.363
101.904,0.0530876,351.222
101.906,0.053098,351.082
101.908,0.0531084,350.942
101.91,0.0531189,350.801
101.912,0.0531293,350.661
101.914,0.0531398,350.521
101.916,0.0531504,350.381
101.918,0.0531609,350.24
101.92,0.0531715,350.1
101.922,0.0531822,349.96
101.924,0.0531928,349.82
101.926,0.0532035,349.681
101.928,0.0532142,349.541
101.93,0.053225,349.401
101.932,0.0532358,349.261
101.934,0.0532466,349.122
101.936,0.0532574,348.982
101.938,0.0532683,348.842
101.94,0.0532792,348.703
101.942,0.0532902,348.563
101.944,0.0533012,348.424
101.946,0.0533122,348.285
101.948,0.0533232,348.145
101.95,0.0533343,348.006
101.952,0.0533454,347.867
101.954,0.0533566,347.728
101.956,0.0533677,347.589
101.958,0.0533789,347.45
101.96,0.0533902,347.311
101.962,0.0534014,347.172
101.964,0.0534127,347.033
101.966,0.0534241,346.895
101.968,0.0534354,346.756
101.97,0.0534468,346.617
101.972,0.0534583,346.479
101.974,0.0534697,346.34
101.976,0.0534812,346.202
101.978,0.0534927,346.063
101.98,0.0535043,345.925
101.982,0.0535159,345.786
101.984,0.0535275,345.648
101.986,0.0535392,345.51
101.988,0.0535508,345.372
101.99,0.0535626,345.234
101.992,0.0535743,345.096
101.994,0.0535861,344.958
101.996,0.0535979,344.82
101.998,0.0536098,344.682
102,0.0536216,344.544
102.002,0.0536335,344.406
102.004,0.0536455,344.268
102.006,0.0536575,344.131
102.008,0.0536695,343.993
102.01,0.0536815,343.856
102.012,0.0536936,343.718
102.014,0.0537057,343.581
102.016,0.0537178,343.443
102.018,0.05373,343.306
102.02,0.0537422,343.169
102.022,0.0537544,343.031
102.024,0.0537667,342.894
102.026,0.053779,342.757
102.028,0.0537913,342.62
102.03,0.0538037,342.483
102.032,0.0538161,342.346
102.034,0.0538285,342.209
102.036,0.053841,342.072
102.038,0.0538535,341.936
102.04,0.053866,341.799
102.042,0.0538785,341.662
102.044,0.0538911,341.526
102.046,0.0539037,341.389
102.048,0.0539164,341.252
102.05,0.0539291,341.116
102.052,0.0539418,340.98
102.054,0.0539546,340.843
102.056,0.0539673,340.707
102.058,0.0539802,340.571
102.06,0.053993,340.435
102.062,0.0540059,340.298
102.064,0.0540188,340.162
102.066,0.0540317,340.026
102.068,0.0540447,339.89
102.07,0.0540577,339.754
102.072,0.0540708,339.619
102.074,0.0540838,339.483
102.076,0.054097,339.347
102.078,0.0541101,339.211
102.08,0.0541233,339.076
102.082,0.0541365,338.94
102.084,0.0541497,338.805
102.086,0.054163,338.669
102.088,0.0541763,338.534
102.09,0.0541896,338.398
102.092,0.054203,338.263
102.094,0.0542164,338.128
102.096,0.0542298,337.992
102.098,0.0542433,337.857
102.1,0.0542568,337.722
102.102,0.0542703,337.587
102.104,0.0542839,337.452
102.106,0.0542975,337.317
102.108,0.0543111,337.182
102.11,0.0543248,337.048
102.112,0.0543385,336.913
102.114,0.0543522,336.778
102.116,0.054366,336.643
102.118,0.0543798,336.509
102.12,0.0543936,336.374
102.122,0.0544075,336.24
102.124,0.0544213,336.105
102.126,0.0544353,335.971
102.128,0.0544492,335.836
102.13,0.0544632,335.702
102.132,0.0544772,335.568
102.134,0.0544913,335.434
102.136,0.0545054,335.3
102.138,0.0545195,335.166
102.14,0.0545337,335.032
102.142,0.0545479,334.898
102.144,0.0545621,334.764
102.146,0.0545763,334.63
102.148,0.0545906,334.496
102.15,0.0546049,334.362
102.152,0.0546193,334.228
102.154,0.0546337,334.095
102.156,0.0546481,333.961
102.158,0.0546625,333.828
102.16,0.054677,333.694
102.162,0.0546916,333.561
102.164,0.0547061,333.427
102.166,0.0547207,333.294
102.168,0.0547353,333.161
102.17,0.05475,333.028
102.172,0.0547646,332.894
102.174,0.0547794,332.761
102.176,0.0547941,332.628
102.178,0.0548089,332.495
102.18,0.0548237,332.362
102.182,0.0548386,332.229
102.184,0.0548534,332.096
102.186,0.0548684,331.964
102.188,0.0548833,331.831
102.19,0.0548983,331.698
102.192,0.0549133,331.566
102.194,0.0549283,331.433
102.196,0.0549434,331.301
102.198,0.0549585,331.168
102.2,0.0549737,331.036
102.202,0.0549889,330.903
102.204,0.0550041,330.771
102.206,0.0550193,330.639
102.208,0.0550346,330.506
102.21,0.0550499,330.374
102.212,0.0550653,330.242
102.214,0.0550807,330.11
102.216,0.0550961,329.978
102.218,0.0551115,329.846
102.22,0.055127,329.714
102.222,0.0551425,329.582
102.224,0.0551581,329.451
102.226,0.0551737,329.319
102.228,0.0551893,329.187
102.23,0.0552049,329.056
102.232,0.0552206,328.924
102.234,0.0552363,328.792
102.236,0.0552521,328.661
102.238,0.0552679,328.53
102.24,0.0552837,328.398
102.242,0.0552995,328.267
102.244,0.0553154,328.136
102.246,0.0553313,328.004
102.248,0.0553473,327.873
102.25,0.0553633,327.742
102.252,0.0553793,327.611
102.254,0.0553953,327.48
102.256,0.0554114,327.349
102.258,0.0554275,327.218
102.26,0.0554437,327.087
102.262,0.0554599,326.957
102.264,0.0554761,326.826
102.266,0.0554923,326.695
102.268,0.0555086,326.564
102.27,0.055525,326.434
102.272,0.0555413,326.303
102.274,0.0555577,326.173
102.276,0.0555741,326.042
102.278,0.0555906,325.912
102.28,0.0556071,325.782
102.282,0.0556236,325.651
102.284,0.0556402,325.521
102.286,0.0556568,325.391
102.288,0.0556734,325.261
102.29,0.05569,325.131
102.292,0.0557067,325.001
102.294,0.0557235,324.871
102.296,0.0557402,324.741
102.298,0.055757,324.611
102.3,0.0557739,324.481
102.302,0.0557907,324.352
102.304,0.0558076,324.222
102.306,0.0558246,324.092
102.308,0.0558415,323.963
102.31,0.0558585,323.833
102.312,0.0558756,323.704
102.314,0.0558926,323.574
102.316,0.0559097,323.445
102.318,0.0559269,323.315
102.32,0.055944,323.186
102.322,0.0559612,323.057
102.324,0.0559785,322.928
102.326,0.0559958,322.799
102.328,0.0560131,322.67
102.33,0.0560304,322.541
102.332,0.0560478,322.412
102.334,0.0560652,322.283
102.336,0.0560826,322.154
102.338,0.0561001,322.025
102.34,0.0561176,321.896
102.342,0.0561352,321.767
102.344,0.0561528,321.639
102.346,0.0561704,321.51
102.348,0.056188,321.382
102.35,0.0562057,321.253
102.352,0.0562235,321.125
102.354,0.0562412,320.996
102.356,0.056259,320.868
102.358,0.0562768,320.74
102.36,0.0562947,320.611
102.362,0.0563126,320.483
102.364,0.0563305,320.355
102.366,0.0563485,320.227
102.368,0.0563665,320.099
102.37,0.0563845,319.971
102.372,0.0564026,319.843
102.374,0.0564207,319.715
102.376,0.0564388,319.587
102.378,0.056457,319.459
102.38,0.0564752,319.332
102.382,0.0564934,319.204
102.384,0.0565117,319.076
102.386,0.05653,318.949
102.388,0.0565484,318.821
102.39,0.0565667,318.694
102.392,0.0565851,318.566
102.394,0.0566036,318.439
102.396,0.0566221,318.311
102.398,0.0566406,318.184
102.4,0.0566592,318.057
102.402,0.0566777,317.93
102.404,0.0566964,317.803
102.406,0.056715,317.676
102.408,0.0567337,317.548
102.41,0.0567524,317.422
102.412,0.0567712,317.295
102.414,0.05679,317.168
102.416,0.0568088,317.041
102.418,0.0568277,316.914
102.42,0.0568466,316.787
102.422,0.0568656,316.661
102.424,0.0568845,316.534
102.426,0.0569035,316.408
102.428,0.0569226,316.281
102.43,0.0569417,316.155
102.432,0.0569608,316.028
102.434,0.0569799,315.902
102.436,0.0569991,315.775
102.438,0.0570183,315.649
102.44,0.0570376,315.523
102.442,0.0570569,315.397
102.444,0.0570762,315.271
102.446,0.0570956,315.145
