prey growth rate,0.8
prey death rate,0.2
predator growth rate,0.0004
predator death,0.2
x,500
y,20
n,90000
t (days),180

timestep,x,y
36.972,1.91356,1201.19
36.974,1.90744,1200.71
36.976,1.90134,1200.23
36.978,1.89526,1199.75
36.98,1.88921,1199.27
36.982,1.88318,1198.79
36.984,1.87718,1198.32
36.986,1.8712,1197.84
36.988,1.86524,1197.36
36.99,1.8593,1196.89
36.992,1.85338,1196.41
36.994,1.84749,1195.93
36.996,1.84162,1195.46
36.998,1.83577,1194.98
37,1.82994,1194.5
37.002,1.82414,1194.03
37.004,1.81836,1193.55
37.006,1.81259,1193.08
37.008,1.80686,1192.6
37.01,1.80114,1192.12
37.012,1.79544,1191.65
37.014,1.78977,1191.18
37.016,1.78411,1190.7
37.018,1.77848,1190.23
37.02,1.77287,1189.75
37.022,1.76728,1189.28
37.024,1.76171,1188.8
37.026,1.75616,1188.33
37.028,1.75064,1187.86
37.03,1.74513,1187.38
37.032,1.73964,1186.91
37.034,1.73418,1186.44
37.036,1.72873,1185.96
37.038,1.72331,1185.49
37.04,1.7179,1185.02
37.042,1.71252,1184.55
37.044,1.70715,1184.07
37.046,1.70181,1183.6
37.048,1.69649,1183.13
37.05,1.69118,1182.66
37.052,1.6859,1182.19
37.054,1.68063,1181.72
37.056,1.67539,1181.25
37.058,1.67016,1180.77
37.06,1.66496,1180.3
37.062,1.65977,1179.83
37.064,1.6546,1179.36
37.066,1.64945,1178.89
37.068,1.64432,1178.42
37.07,1.63921,1177.95
37.072,1.63412,1177.48
37.074,1.62905,1177.01
37.076,1.62399,1176.55
37.078,1.61896,1176.08
37.08,1.61394,1175.61
37.082,1.60894,1175.14
37.084,1.60397,1174.67
37.086,1.599,1174.2
37.088,1.59406,1173.73
37.09,1.58914,1173.27
37.092,1.58423,1172.8
37.094,1.57934,1172.33
37.096,1.57447,1171.86
37.098,1.56962,1171.4
37.1,1.56479,1170.93
37.102,1.55997,1170.46
37.104,1.55517,1170
37.106,1.55039,1169.53
37.108,1.54563,1169.06
37.11,1.54088,1168.6
37.112,1.53615,1168.13
37.114,1.53144,1167.67
37.116,1.52675,1167.2
37.118,1.52207,1166.73
37.12,1.51741,1166.27
37.122,1.51277,1165.8
37.124,1.50814,1165.34
37.126,1.50353,1164.88
37.128,1.49894,1164.41
37.13,1.49437,1163.95
37.132,1.48981,1163.48
37.134,1.48527,1163.02
37.136,1.48074,1162.55
37.138,1.47623,1162.09
37.14,1.47174,1161.63
37.142,1.46727,1161.16
37.144,1.46281,1160.7
37.146,1.45837,1160.24
37.148,1.45394,1159.78
37.15,1.44953,1159.31
37.152,1.44513,1158.85
37.154,1.44075,1158.39
37.156,1.43639,1157.93
37.158,1.43205,1157.47
37.16,1.42771,1157
37.162,1.4234,1156.54
37.164,1.4191,1156.08
37.166,1.41482,1155.62
37.168,1.41055,1155.16
37.17,1.40629,1154.7
37.172,1.40206,1154.24
37.174,1.39783,1153.78
37.176,1.39363,1153.32
37.178,1.38944,1152.86
37.18,1.38526,1152.4
37.182,1.3811,1151.94
37.184,1.37695,1151.48
37.186,1.37282,1151.02
37.188,1.3687,1150.56
37.19,1.3646,1150.1
37.192,1.36051,1149.64
37.194,1.35644,1149.18
37.196,1.35238,1148.73
37.198,1.34834,1148.27
37.2,1.34431,1147.81
37.202,1.3403,1147.35
37.204,1.3363,1146.89
37.206,1.33231,1146.44
37.208,1.32834,1145.98
37.21,1.32439,1145.52
37.212,1.32044,1145.07
37.214,1.31652,1144.61
37.216,1.3126,1144.15
37.218,1.3087,1143.7
37.22,1.30482,1143.24
37.222,1.30094,1142.78
37.224,1.29709,1142.33
37.226,1.29324,1141.87
37.228,1.28941,1141.42
37.23,1.28559,1140.96
37.232,1.28179,1140.51
37.234,1.278,1140.05
37.236,1.27422,1139.6
37.238,1.27046,1139.14
37.24,1.26671,1138.69
37.242,1.26297,1138.23
37.244,1.25925,1137.78
37.246,1.25554,1137.33
37.248,1.25185,1136.87
37.25,1.24816,1136.42
37.252,1.24449,1135.97
37.254,1.24084,1135.51
37.256,1.23719,1135.06
37.258,1.23356,1134.61
37.26,1.22994,1134.15
37.262,1.22634,1133.7
37.264,1.22274,1133.25
37.266,1.21916,1132.8
37.268,1.2156,1132.35
37.27,1.21204,1131.89
37.272,1.2085,1131.44
37.274,1.20497,1130.99
37.276,1.20145,1130.54
37.278,1.19795,1130.09
37.28,1.19446,1129.64
37.282,1.19098,1129.19
37.284,1.18751,1128.74
37.286,1.18405,1128.29
37.288,1.18061,1127.84
37.29,1.17718,1127.39
37.292,1.17376,1126.94
37.294,1.17035,1126.49
37.296,1.16696,1126.04
37.298,1.16357,1125.59
37.3,1.1602,1125.14
37.302,1.15684,1124.69
37.304,1.1535,1124.24
37.306,1.15016,1123.79
37.308,1.14684,1123.34
37.31,1.14352,1122.9
37.312,1.14022,1122.45
37.314,1.13693,1122
37.316,1.13366,1121.55
37.318,1.13039,1121.1
37.32,1.12714,1120.66
37.322,1.12389,1120.21
37.324,1.12066,1119.76
37.326,1.11744,1119.32
37.328,1.11423,1118.87
37.33,1.11103,1118.42
37.332,1.10784,1117.98
37.334,1.10467,1117.53
37.336,1.1015,1117.08
37.338,1.09835,1116.64
37.34,1.09521,1116.19
37.342,1.09207,1115.75
37.344,1.08895,1115.3
37.346,1.08584,1114.86
37.348,1.08274,1114.41
37.35,1.07965,1113.97
37.352,1.07658,1113.52
37.354,1.07351,1113.08
37.356,1.07045,1112.63
37.358,1.06741,1112.19
37.36,1.06437,1111.75
37.362,1.06135,1111.3
37.364,1.05833,1110.86
37.366,1.05533,1110.42
37.368,1.05233,1109.97
37.37,1.04935,1109.53
37.372,1.04638,1109.09
37.374,1.04341,1108.64
37.376,1.04046,1108.2
37.378,1.03752,1107.76
37.38,1.03459,1107.32
37.382,1.03167,1106.88
37.384,1.02875,1106.43
37.386,1.02585,1105.99
37.388,1.02296,1105.55
37.39,1.02008,1105.11
37.392,1.01721,1104.67
37.394,1.01434,1104.23
37.396,1.01149,1103.79
37.398,1.00865,1103.35
37.4,1.00581,1102.91
37.402,1.00299,1102.47
37.404,1.00018,1102.03
37.406,0.997375,1101.59
37.408,0.99458,1101.15
37.41,0.991796,1100.71
37.412,0.989021,1100.27
37.414,0.986255,1099.83
37.416,0.983499,1099.39
37.418,0.980752,1098.95
37.42,0.978015,1098.51
37.422,0.975287,1098.07
37.424,0.972568,1097.64
37.426,0.969859,1097.2
37.428,0.967159,1096.76
37.43,0.964468,1096.32
37.432,0.961786,1095.88
37.434,0.959114,1095.45
37.436,0.95645,1095.01
37.438,0.953796,1094.57
37.44,0.95115,1094.14
37.442,0.948514,1093.7
37.444,0.945887,1093.26
37.446,0.943268,1092.83
37.448,0.940658,1092.39
37.45,0.938058,1091.95
37.452,0.935466,1091.52
37.454,0.932882,1091.08
37.456,0.930308,1090.65
37.458,0.927742,1090.21
37.46,0.925185,1089.78
37.462,0.922637,1089.34
37.464,0.920097,1088.91
37.466,0.917566,1088.47
37.468,0.915043,1088.04
37.47,0.912529,1087.6
37.472,0.910024,1087.17
37.474,0.907527,1086.73
37.476,0.905038,1086.3
37.478,0.902558,1085.87
37.48,0.900086,1085.43
37.482,0.897622,1085
37.484,0.895167,1084.57
37.486,0.89272,1084.13
37.488,0.890281,1083.7
37.49,0.88785,1083.27
37.492,0.885428,1082.84
37.494,0.883013,1082.4
37.496,0.880607,1081.97
37.498,0.878209,1081.54
37.5,0.875819,1081.11
37.502,0.873437,1080.68
37.504,0.871062,1080.25
37.506,0.868696,1079.81
37.508,0.866338,1079.38
37.51,0.863988,1078.95
37.512,0.861645,1078.52
37.514,0.85931,1078.09
37.516,0.856984,1077.66
37.518,0.854665,1077.23
37.52,0.852353,1076.8
37.522,0.85005,1076.37
37.524,0.847754,1075.94
37.526,0.845465,1075.51
37.528,0.843185,1075.08
37.53,0.840912,1074.65
37.532,0.838646,1074.22
37.534,0.836388,1073.79
37.536,0.834138,1073.37
37.538,0.831895,1072.94
37.54,0.829659,1072.51
37.542,0.827431,1072.08
37.544,0.82521,1071.65
37.546,0.822997,1071.22
37.548,0.820791,1070.8
37.55,0.818592,1070.37
37.552,0.816401,1069.94
37.554,0.814217,1069.51
37.556,0.81204,1069.09
37.558,0.80987,1068.66
37.56,0.807708,1068.23
37.562,0.805552,1067.81
37.564,0.803404,1067.38
37.566,0.801263,1066.96
37.568,0.799129,1066.53
37.57,0.797002,1066.1
37.572,0.794882,1065.68
37.574,0.792769,1065.25
37.576,0.790662,1064.83
37.578,0.788563,1064.4
37.58,0.786471,1063.98
37.582,0.784386,1063.55
37.584,0.782307,1063.13
37.586,0.780236,1062.7
37.588,0.778171,1062.28
37.59,0.776113,1061.85
37.592,0.774061,1061.43
37.594,0.772017,1061.01
37.596,0.769979,1060.58
37.598,0.767948,1060.16
37.6,0.765923,1059.74
37.602,0.763905,1059.31
37.604,0.761894,1058.89
37.606,0.759889,1058.47
37.608,0.757891,1058.04
37.61,0.755899,1057.62
37.612,0.753914,1057.2
37.614,0.751936,1056.78
37.616,0.749963,1056.36
37.618,0.747998,1055.93
37.62,0.746038,1055.51
37.622,0.744085,1055.09
37.624,0.742139,1054.67
37.626,0.740198,1054.25
37.628,0.738264,1053.83
37.63,0.736337,1053.41
37.632,0.734415,1052.99
37.634,0.7325,1052.56
37.636,0.730591,1052.14
37.638,0.728689,1051.72
37.64,0.726792,1051.3
37.642,0.724902,1050.88
37.644,0.723018,1050.46
37.646,0.721139,1050.05
37.648,0.719267,1049.63
37.65,0.717401,1049.21
37.652,0.715541,1048.79
37.654,0.713687,1048.37
37.656,0.71184,1047.95
37.658,0.709998,1047.53
37.66,0.708162,1047.11
37.662,0.706331,1046.7
37.664,0.704507,1046.28
37.666,0.702689,1045.86
37.668,0.700877,1045.44
37.67,0.69907,1045.02
37.672,0.697269,1044.61
37.674,0.695474,1044.19
37.676,0.693685,1043.77
37.678,0.691902,1043.36
37.68,0.690124,1042.94
37.682,0.688352,1042.52
37.684,0.686586,1042.11
37.686,0.684825,1041.69
37.688,0.68307,1041.27
37.69,0.681321,1040.86
37.692,0.679577,1040.44
37.694,0.677839,1040.03
37.696,0.676106,1039.61
37.698,0.674379,1039.2
37.7,0.672658,1038.78
37.702,0.670942,1038.37
37.704,0.669231,1037.95
37.706,0.667526,1037.54
37.708,0.665827,1037.12
37.71,0.664133,1036.71
37.712,0.662444,1036.29
37.714,0.660761,1035.88
37.716,0.659083,1035.47
37.718,0.65741,1035.05
37.72,0.655743,1034.64
37.722,0.654081,1034.23
37.724,0.652424,1033.81
37.726,0.650773,1033.4
37.728,0.649126,1032.99
37.73,0.647486,1032.58
37.732,0.64585,1032.16
37.734,0.644219,1031.75
37.736,0.642594,1031.34
37.738,0.640974,1030.93
37.74,0.639359,1030.52
37.742,0.637749,1030.1
37.744,0.636144,1029.69
37.746,0.634544,1029.28
37.748,0.632949,1028.87
37.75,0.63136,1028.46
37.752,0.629775,1028.05
37.754,0.628195,1027.64
37.756,0.626621,1027.23
37.758,0.625051,1026.82
37.76,0.623487,1026.41
37.762,0.621927,1026
37.764,0.620372,1025.59
37.766,0.618822,1025.18
37.768,0.617277,1024.77
37.77,0.615737,1024.36
37.772,0.614201,1023.95
37.774,0.612671,1023.54
37.776,0.611145,1023.13
37.778,0.609624,1022.72
37.78,0.608108,1022.31
37.782,0.606597,1021.91
37.784,0.60509,1021.5
37.786,0.603588,1021.09
37.788,0.602091,1020.68
37.79,0.600599,1020.27
37.792,0.599111,1019.87
37.794,0.597628,1019.46
37.796,0.596149,1019.05
37.798,0.594675,1018.64
37.8,0.593206,1018.24
37.802,0.591741,1017.83
37.804,0.590281,1017.42
37.806,0.588826,1017.02
37.808,0.587375,1016.61
37.81,0.585928,1016.21
37.812,0.584486,1015.8
37.814,0.583049,1015.39
37.816,0.581616,1014.99
37.818,0.580187,1014.58
37.82,0.578763,1014.18
37.822,0.577344,1013.77
37.824,0.575928,1013.37
37.826,0.574518,1012.96
37.828,0.573111,1012.56
37.83,0.571709,1012.15
37.832,0.570311,1011.75
37.834,0.568918,1011.35
37.836,0.567529,1010.94
37.838,0.566144,1010.54
37.84,0.564764,1010.13
37.842,0.563387,1009.73
37.844,0.562016,1009.33
37.846,0.560648,1008.92
37.848,0.559284,1008.52
37.85,0.557925,1008.12
37.852,0.55657,1007.72
37.854,0.555219,1007.31
37.856,0.553873,1006.91
37.858,0.55253,1006.51
37.86,0.551192,1006.11
37.862,0.549857,1005.7
37.864,0.548527,1005.3
37.866,0.547201,1004.9
37.868,0.545879,1004.5
37.87,0.544561,1004.1
37.872,0.543248,1003.7
37.874,0.541938,1003.3
37.876,0.540632,1002.89
37.878,0.53933,1002.49
37.88,0.538032,1002.09
37.882,0.536739,1001.69
37.884,0.535449,1001.29
37.886,0.534163,1000.89
37.888,0.532881,1000.49
37.89,0.531603,1000.09
37.892,0.530329,999.694
37.894,0.529059,999.295
37.896,0.527792,998.896
37.898,0.52653,998.497
37.9,0.525271,998.098
37.902,0.524017,997.699
37.904,0.522766,997.3
37.906,0.521519,996.902
37.908,0.520275,996.504
37.91,0.519036,996.106
37.912,0.5178,995.708
37.914,0.516568,995.31
37.916,0.51534,994.912
37.918,0.514116,994.515
37.92,0.512895,994.117
37.922,0.511678,993.72
37.924,0.510464,993.323
37.926,0.509255,992.926
37.928,0.508049,992.53
37.93,0.506846,992.133
37.932,0.505648,991.737
37.934,0.504453,991.341
37.936,0.503261,990.944
37.938,0.502074,990.549
37.94,0.500889,990.153
37.942,0.499709,989.757
37.944,0.498532,989.362
37.946,0.497358,988.967
37.948,0.496188,988.571
37.95,0.495022,988.176
37.952,0.493859,987.782
37.954,0.4927,987.387
37.956,0.491544,986.993
37.958,0.490391,986.598
37.96,0.489242,986.204
37.962,0.488097,985.81
37.964,0.486955,985.416
37.966,0.485816,985.022
37.968,0.484681,984.629
37.97,0.48355,984.236
37.972,0.482421,983.842
37.974,0.481296,983.449
37.976,0.480175,983.056
37.978,0.479057,982.664
37.98,0.477942,982.271
37.982,0.47683,981.878
37.984,0.475722,981.486
37.986,0.474617,981.094
37.988,0.473516,980.702
37.99,0.472417,980.31
37.992,0.471322,979.919
37.994,0.470231,979.527
37.996,0.469142,979.136
37.998,0.468057,978.744
38,0.466975,978.353
38.002,0.465897,977.962
38.004,0.464821,977.572
38.006,0.463749,977.181
38.008,0.46268,976.791
38.01,0.461614,976.4
38.012,0.460551,976.01
38.014,0.459492,975.62
38.016,0.458435,975.231
38.018,0.457382,974.841
38.02,0.456332,974.451
38.022,0.455285,974.062
38.024,0.454241,973.673
38.026,0.4532,973.284
38.028,0.452162,972.895
38.03,0.451128,972.506
38.032,0.450096,972.118
38.034,0.449068,971.729
38.036,0.448042,971.341
38.038,0.44702,970.953
38.04,0.446,970.565
38.042,0.444984,970.177
38.044,0.443971,969.789
38.046,0.44296,969.402
38.048,0.441953,969.015
38.05,0.440949,968.627
38.052,0.439947,968.24
38.054,0.438949,967.853
38.056,0.437953,967.467
38.058,0.43696,967.08
38.06,0.435971,966.694
38.062,0.434984,966.307
38.064,0.434,965.921
38.066,0.433019,965.535
38.068,0.432041,965.15
38.07,0.431066,964.764
38.072,0.430093,964.378
38.074,0.429124,963.993
38.076,0.428157,963.608
38.078,0.427193,963.223
38.08,0.426232,962.838
38.082,0.425274,962.453
38.084,0.424319,962.069
38.086,0.423366,961.684
38.088,0.422416,961.3
38.09,0.421469,960.916
38.092,0.420525,960.532
38.094,0.419584,960.148
38.096,0.418645,959.764
38.098,0.417709,959.381
38.1,0.416775,958.998
38.102,0.415845,958.614
38.104,0.414917,958.231
38.106,0.413992,957.848
38.108,0.41307,957.466
38.11,0.41215,957.083
38.112,0.411233,956.701
38.114,0.410318,956.318
38.116,0.409407,955.936
38.118,0.408497,955.554
38.12,0.407591,955.172
38.122,0.406687,954.791
38.124,0.405786,954.409
38.126,0.404887,954.028
38.128,0.403991,953.647
38.13,0.403098,953.266
38.132,0.402207,952.885
38.134,0.401319,952.504
38.136,0.400433,952.123
38.138,0.39955,951.743
38.14,0.39867,951.362
38.142,0.397792,950.982
38.144,0.396916,950.602
38.146,0.396044,950.222
38.148,0.395173,949.843
38.15,0.394305,949.463
38.152,0.39344,949.084
38.154,0.392577,948.704
38.156,0.391717,948.325
38.158,0.390859,947.946
38.16,0.390003,947.568
38.162,0.38915,947.189
38.164,0.3883,946.81
38.166,0.387452,946.432
38.168,0.386606,946.054
38.17,0.385763,945.676
38.172,0.384922,945.298
38.174,0.384084,944.92
38.176,0.383248,944.543
38.178,0.382414,944.165
38.18,0.381583,943.788
38.182,0.380754,943.411
38.184,0.379928,943.034
38.186,0.379104,942.657
38.188,0.378282,942.28
38.19,0.377462,941.904
38.192,0.376645,941.527
38.194,0.375831,941.151
38.196,0.375018,940.775
38.198,0.374208,940.399
38.2,0.373401,940.023
38.202,0.372595,939.647
38.204,0.371792,939.272
38.206,0.370991,938.896
38.208,0.370193,938.521
38.21,0.369396,938.146
38.212,0.368602,937.771
38.214,0.367811,937.397
38.216,0.367021,937.022
38.218,0.366234,936.647
38.22,0.365449,936.273
38.222,0.364666,935.899
38.224,0.363885,935.525
38.226,0.363107,935.151
38.228,0.362331,934.777
38.23,0.361557,934.404
38.232,0.360785,934.03
38.234,0.360015,933.657
38.236,0.359248,933.284
38.238,0.358483,932.911
38.24,0.35772,932.538
38.242,0.356959,932.166
38.244,0.3562,931.793
38.246,0.355443,931.421
38.248,0.354689,931.048
38.25,0.353937,930.676
38.252,0.353186,930.304
38.254,0.352438,929.933
38.256,0.351692,929.561
38.258,0.350948,929.19
38.26,0.350206,928.818
38.262,0.349467,928.447
38.264,0.348729,928.076
38.266,0.347993,927.705
38.268,0.34726,927.334
38.27,0.346528,926.964
38.272,0.345799,926.593
38.274,0.345072,926.223
38.276,0.344346,925.853
38.278,0.343623,925.483
38.28,0.342902,925.113
38.282,0.342183,924.743
38.284,0.341465,924.374
38.286,0.34075,924.004
38.288,0.340037,923.635
38.29,0.339326,923.266
38.292,0.338616,922.897
38.294,0.337909,922.528
38.296,0.337204,922.159
38.298,0.336501,921.791
38.3,0.335799,921.422
38.302,0.3351,921.054
38.304,0.334402,920.686
38.306,0.333707,920.318
38.308,0.333013,919.95
38.31,0.332322,919.583
38.312,0.331632,919.215
38.314,0.330944,918.848
38.316,0.330258,918.48
38.318,0.329574,918.113
38.32,0.328892,917.746
38.322,0.328212,917.38
38.324,0.327534,917.013
38.326,0.326857,916.647
38.328,0.326183,916.28
38.33,0.32551,915.914
38.332,0.324839,915.548
38.334,0.32417,915.182
38.336,0.323503,914.816
38.338,0.322838,914.451
38.34,0.322175,914.085
38.342,0.321513,913.72
38.344,0.320853,913.355
38.346,0.320195,912.99
38.348,0.319539,912.625
38.35,0.318885,912.26
38.352,0.318232,911.895
38.354,0.317582,911.531
38.356,0.316933,911.167
38.358,0.316286,910.802
38.36,0.31564,910.438
38.362,0.314997,910.075
38.364,0.314355,909.711
38.366,0.313715,909.347
38.368,0.313077,908.984
38.37,0.31244,908.621
38.372,0.311805,908.257
38.374,0.311172,907.894
38.376,0.310541,907.532
38.378,0.309911,907.169
38.38,0.309284,906.806
38.382,0.308657,906.444
38.384,0.308033,906.082
38.386,0.30741,905.719
38.388,0.306789,905.357
38.39,0.30617,904.996
38.392,0.305552,904.634
38.394,0.304936,904.272
38.396,0.304322,903.911
38.398,0.30371,903.55
38.4,0.303099,903.188
38.402,0.302489,902.828
38.404,0.301882,902.467
38.406,0.301276,902.106
38.408,0.300672,901.745
38.41,0.300069,901.385
38.412,0.299468,901.025
38.414,0.298869,900.665
38.416,0.298271,900.305
38.418,0.297675,899.945
38.42,0.29708,899.585
38.422,0.296488,899.226
38.424,0.295896,898.866
38.426,0.295307,898.507
38.428,0.294719,898.148
38.43,0.294132,897.789
38.432,0.293547,897.43
38.434,0.292964,897.071
38.436,0.292382,896.713
38.438,0.291802,896.354
38.44,0.291224,895.996
38.442,0.290647,895.638
38.444,0.290071,895.28
38.446,0.289497,894.922
38.448,0.288925,894.564
38.45,0.288354,894.207
38.452,0.287785,893.85
38.454,0.287217,893.492
38.456,0.286651,893.135
38.458,0.286086,892.778
38.46,0.285523,892.421
38.462,0.284962,892.065
38.464,0.284401,891.708
38.466,0.283843,891.352
38.468,0.283286,890.995
38.47,0.28273,890.639
38.472,0.282176,890.283
38.474,0.281623,889.927
38.476,0.281072,889.572
38.478,0.280522,889.216
38.48,0.279974,888.861
38.482,0.279428,888.505
38.484,0.278882,888.15
38.486,0.278338,887.795
38.488,0.277796,887.441
38.49,0.277255,887.086
38.492,0.276716,886.731
38.494,0.276178,886.377
38.496,0.275641,886.023
38.498,0.275106,885.668
38.5,0.274572,885.314
38.502,0.27404,884.961
38.504,0.273509,884.607
38.506,0.27298,884.253
38.508,0.272451,883.9
38.51,0.271925,883.546
38.512,0.2714,883.193
38.514,0.270876,882.84
38.516,0.270353,882.487
38.518,0.269832,882.135
38.52,0.269312,881.782
38.522,0.268794,881.43
38.524,0.268277,881.077
38.526,0.267762,880.725
38.528,0.267247,880.373
38.53,0.266735,880.021
38.532,0.266223,879.67
38.534,0.265713,879.318
38.536,0.265204,878.966
38.538,0.264697,878.615
38.54,0.264191,878.264
38.542,0.263686,877.913
38.544,0.263183,877.562
38.546,0.262681,877.211
38.548,0.26218,876.861
38.55,0.26168,876.51
38.552,0.261182,876.16
38.554,0.260685,875.809
38.556,0.26019,875.459
38.558,0.259696,875.109
38.56,0.259203,874.76
38.562,0.258711,874.41
38.564,0.258221,874.061
38.566,0.257732,873.711
38.568,0.257244,873.362
38.57,0.256758,873.013
38.572,0.256273,872.664
38.574,0.255789,872.315
38.576,0.255306,871.966
38.578,0.254825,871.618
38.58,0.254345,871.269
38.582,0.253866,870.921
38.584,0.253388,870.573
38.586,0.252912,870.225
38.588,0.252437,869.877
38.59,0.251963,869.53
38.592,0.25149,869.182
38.594,0.251019,868.835
38.596,0.250549,868.487
38.598,0.25008,868.14
38.6,0.249612,867.793
38.602,0.249146,867.446
38.604,0.248681,867.099
38.606,0.248217,866.753
38.608,0.247754,866.406
38.61,0.247292,866.06
38.612,0.246832,865.714
38.614,0.246373,865.368
38.616,0.245915,865.022
38.618,0.245458,864.676
38.62,0.245002,864.331
38.622,0.244548,863.985
38.624,0.244094,863.64
38.626,0.243642,863.294
38.628,0.243191,862.949
38.63,0.242742,862.604
38.632,0.242293,862.26
38.634,0.241846,861.915
38.636,0.241399,861.57
38.638,0.240954,861.226
38.64,0.24051,860.882
38.642,0.240067,860.538
38.644,0.239626,860.194
38.646,0.239185,859.85
38.648,0.238746,859.506
38.65,0.238308,859.163
38.652,0.23787,858.819
38.654,0.237434,858.476
38.656,0.237,858.133
38.658,0.236566,857.79
38.66,0.236133,857.447
38.662,0.235702,857.104
38.664,0.235271,856.761
38.666,0.234842,856.419
38.668,0.234414,856.077
38.67,0.233987,855.734
38.672,0.233561,855.392
38.674,0.233136,855.05
38.676,0.232712,854.709
38.678,0.232289,854.367
38.68,0.231868,854.025
38.682,0.231447,853.684
38.684,0.231028,853.343
38.686,0.230609,853.002
38.688,0.230192,852.661
38.69,0.229776,852.32
38.692,0.22936,851.979
38.694,0.228946,851.639
38.696,0.228533,851.298
38.698,0.228121,850.958
38.7,0.22771,850.618
38.702,0.2273,850.278
38.704,0.226891,849.938
38.706,0.226484,849.598
38.708,0.226077,849.258
38.71,0.225671,848.919
38.712,0.225266,848.58
38.714,0.224863,848.24
38.716,0.22446,847.901
38.718,0.224058,847.562
38.72,0.223658,847.224
38.722,0.223258,846.885
38.724,0.22286,846.546
38.726,0.222462,846.208
38.728,0.222065,845.87
38.73,0.22167,845.532
38.732,0.221275,845.194
38.734,0.220882,844.856
38.736,0.220489,844.518
38.738,0.220098,844.18
38.74,0.219707,843.843
38.742,0.219318,843.506
38.744,0.218929,843.168
38.746,0.218541,842.831
38.748,0.218155,842.494
38.75,0.217769,842.158
38.752,0.217385,841.821
38.754,0.217001,841.485
38.756,0.216618,841.148
38.758,0.216236,840.812
38.76,0.215856,840.476
38.762,0.215476,840.14
38.764,0.215097,839.804
38.766,0.214719,839.468
38.768,0.214342,839.133
38.77,0.213966,838.797
38.772,0.213591,838.462
38.774,0.213217,838.127
38.776,0.212844,837.792
38.778,0.212471,837.457
38.78,0.2121,837.122
38.782,0.21173,836.787
38.784,0.21136,836.453
38.786,0.210992,836.119
38.788,0.210624,835.784
38.79,0.210257,835.45
38.792,0.209891,835.116
38.794,0.209527,834.782
38.796,0.209163,834.449
38.798,0.2088,834.115
38.8,0.208438,833.782
38.802,0.208076,833.448
38.804,0.207716,833.115
38.806,0.207357,832.782
38.808,0.206998,832.449
38.81,0.206641,832.116
38.812,0.206284,831.784
38.814,0.205928,831.451
38.816,0.205573,831.119
38.818,0.205219,830.787
38.82,0.204866,830.455
38.822,0.204513,830.123
38.824,0.204162,829.791
38.826,0.203811,829.459
38.828,0.203462,829.127
38.83,0.203113,828.796
38.832,0.202765,828.465
38.834,0.202418,828.133
38.836,0.202072,827.802
38.838,0.201726,827.471
38.84,0.201382,827.141
38.842,0.201038,826.81
38.844,0.200695,826.48
38.846,0.200353,826.149
38.848,0.200012,825.819
38.85,0.199672,825.489
38.852,0.199333,825.159
38.854,0.198994,824.829
38.856,0.198656,824.499
38.858,0.19832,824.17
38.86,0.197983,823.84
38.862,0.197648,823.511
38.864,0.197314,823.182
38.866,0.19698,822.852
38.868,0.196647,822.523
38.87,0.196316,822.195
38.872,0.195984,821.866
38.874,0.195654,821.537
38.876,0.195325,821.209
38.878,0.194996,820.881
38.88,0.194668,820.553
38.882,0.194341,820.225
38.884,0.194015,819.897
38.886,0.193689,819.569
38.888,0.193365,819.241
38.89,0.193041,818.914
38.892,0.192718,818.586
38.894,0.192395,818.259
38.896,0.192074,817.932
38.898,0.191753,817.605
38.9,0.191433,817.278
38.902,0.191114,816.951
38.904,0.190796,816.625
38.906,0.190478,816.298
38.908,0.190161,815.972
38.91,0.189845,815.646
38.912,0.18953,815.32
38.914,0.189216,814.994
38.916,0.188902,814.668
38.918,0.188589,814.342
38.92,0.188277,814.017
38.922,0.187965,813.691
38.924,0.187655,813.366
38.926,0.187345,813.041
38.928,0.187036,812.716
38.93,0.186727,812.391
38.932,0.18642,812.066
38.934,0.186113,811.742
38.936,0.185807,811.417
38.938,0.185501,811.093
38.94,0.185197,810.768
38.942,0.184893,810.444
38.944,0.184589,810.12
38.946,0.184287,809.797
38.948,0.183985,809.473
38.95,0.183684,809.149
38.952,0.183384,808.826
38.954,0.183084,808.502
38.956,0.182786,808.179
38.958,0.182488,807.856
38.96,0.18219,807.533
38.962,0.181894,807.21
38.964,0.181598,806.888
38.966,0.181303,806.565
38.968,0.181008,806.243
38.97,0.180714,805.92
38.972,0.180421,805.598
38.974,0.180129,805.276
38.976,0.179837,804.954
38.978,0.179546,804.632
38.98,0.179256,804.311
38.982,0.178966,803.989
38.984,0.178678,803.668
38.986,0.178389,803.346
38.988,0.178102,803.025
38.99,0.177815,802.704
38.992,0.177529,802.383
38.994,0.177244,802.062
38.996,0.176959,801.742
38.998,0.176675,801.421
39,0.176392,801.101
39.002,0.176109,800.781
39.004,0.175827,800.46
39.006,0.175546,800.14
39.008,0.175265,799.821
39.01,0.174985,799.501
39.012,0.174706,799.181
39.014,0.174427,798.862
39.016,0.174149,798.542
39.018,0.173872,798.223
39.02,0.173595,797.904
39.022,0.173319,797.585
39.024,0.173044,797.266
39.026,0.172769,796.947
39.028,0.172495,796.629
39.03,0.172222,796.31
39.032,0.171949,795.992
39.034,0.171677,795.674
39.036,0.171406,795.356
39.038,0.171135,795.038
39.04,0.170865,794.72
39.042,0.170596,794.402
39.044,0.170327,794.085
