prey growth rate,0.8
prey death rate,0.2
predator growth rate,0.0004
predator death,0.2
x,500
y,20
n,90000
t (days),180

timestep,x,y
3.708,5818.55,
5.124,,1825.56
33.098,5818.56,
34.514,,1825.56
62.488,5818.56,
63.904,,1825.56
91.88,5818.53,
93.294,,1825.56
121.27,5818.53,
122.684,,1825.56
150.66,5818.54,
152.074,,1825.56
