prey 1 growth rate,0.5
prey 1 death rate,0.0006
prey 2 growth rate,0.4
prey 2 death rate,0.0005
predator growth rate,0.0008
predator death rate,0.42
x1,500
x2,200
y,20
n,10000
t (days),100

timestep,x1,x2,y
16.81,71.0014,15.6261,45.8278
16.82,71.3377,15.7201,45.6675
16.83,71.6757,15.8146,45.5078
16.84,72.0153,15.9096,45.3489
16.85,72.3567,16.0052,45.1907
16.86,72.6997,16.1013,45.0332
16.87,73.0444,16.1979,44.8764
16.88,73.3908,16.2951,44.7203
16.89,73.7389,16.3929,44.565
16.9,74.0887,16.4911,44.4103
16.91,74.4403,16.59,44.2563
16.92,74.7936,16.6893,44.103
16.93,75.1487,16.7893,43.9504
16.94,75.5055,16.8898,43.7985
16.95,75.864,16.9909,43.6472
16.96,76.2244,17.0925,43.4967
16.97,76.5865,17.1947,43.3468
16.98,76.9504,17.2975,43.1976
16.99,77.3161,17.4008,43.0491
17,77.6836,17.5047,42.9013
17.01,78.053,17.6092,42.7541
17.02,78.4241,17.7143,42.6076
17.03,78.7971,17.82,42.4617
17.04,79.1719,17.9263,42.3166
17.05,79.5486,18.0332,42.172
17.06,79.9272,18.1406,42.0282
17.07,80.3076,18.2487,41.885
17.08,80.6899,18.3573,41.7424
17.09,81.0741,18.4666,41.6005
17.1,81.4602,18.5765,41.4592
17.11,81.8482,18.687,41.3186
17.12,82.2381,18.7981,41.1786
17.13,82.6299,18.9098,41.0393
17.14,83.0237,19.0222,40.9006
17.15,83.4194,19.1352,40.7625
17.16,83.8171,19.2488,40.6251
17.17,84.2167,19.363,40.4883
17.18,84.6183,19.4779,40.3521
17.19,85.0219,19.5934,40.2165
17.2,85.4275,19.7096,40.0816
17.21,85.8351,19.8264,39.9473
17.22,86.2447,19.9439,39.8136
17.23,86.6564,20.062,39.6805
17.24,87.07,20.1808,39.548
17.25,87.4857,20.3002,39.4162
17.26,87.9035,20.4203,39.2849
17.27,88.3233,20.5411,39.1543
17.28,88.7452,20.6625,39.0242
17.29,89.1692,20.7846,38.8948
17.3,89.5953,20.9074,38.766
17.31,90.0235,21.0309,38.6377
17.32,90.4538,21.1551,38.5101
17.33,90.8863,21.2799,38.383
17.34,91.3208,21.4055,38.2566
17.35,91.7575,21.5317,38.1307
17.36,92.1964,21.6586,38.0054
17.37,92.6375,21.7863,37.8807
17.38,93.0807,21.9146,37.7566
17.39,93.5261,22.0437,37.633
17.4,93.9737,22.1735,37.51
17.41,94.4235,22.304,37.3876
17.42,94.8756,22.4352,37.2658
17.43,95.3299,22.5672,37.1446
17.44,95.7864,22.6998,37.0239
17.45,96.2452,22.8333,36.9038
17.46,96.7062,22.9674,36.7842
17.47,97.1696,23.1023,36.6652
17.48,97.6352,23.2379,36.5468
17.49,98.1031,23.3743,36.4289
17.5,98.5733,23.5115,36.3116
17.51,99.0459,23.6494,36.1949
17.52,99.5208,23.7881,36.0786
17.53,99.998,23.9275,35.963
17.54,100.478,24.0677,35.8479
17.55,100.96,24.2087,35.7333
17.56,101.444,24.3505,35.6193
17.57,101.931,24.493,35.5058
17.58,102.42,24.6363,35.3929
17.59,102.911,24.7805,35.2805
17.6,103.405,24.9254,35.1686
17.61,103.902,25.0711,35.0573
17.62,104.401,25.2176,34.9465
17.63,104.902,25.365,34.8362
17.64,105.406,25.5131,34.7265
17.65,105.912,25.6621,34.6173
17.66,106.421,25.8119,34.5086
17.67,106.932,25.9625,34.4004
17.68,107.446,26.1139,34.2928
17.69,107.963,26.2662,34.1857
17.7,108.481,26.4193,34.0791
17.71,109.003,26.5732,33.973
17.72,109.527,26.728,33.8674
17.73,110.054,26.8837,33.7623
17.74,110.583,27.0402,33.6578
17.75,111.115,27.1976,33.5537
17.76,111.649,27.3558,33.4502
17.77,112.187,27.5149,33.3472
17.78,112.726,27.6749,33.2446
17.79,113.269,27.8358,33.1426
17.8,113.814,27.9975,33.0411
17.81,114.362,28.1602,32.94
17.82,114.912,28.3237,32.8395
17.83,115.466,28.4881,32.7395
17.84,116.022,28.6535,32.6399
17.85,116.581,28.8197,32.5409
17.86,117.142,28.9868,32.4423
17.87,117.706,29.1549,32.3442
17.88,118.273,29.3239,32.2466
17.89,118.843,29.4938,32.1495
17.9,119.416,29.6647,32.0529
17.91,119.992,29.8365,31.9567
17.92,120.57,30.0092,31.8611
17.93,121.151,30.1829,31.7659
17.94,121.735,30.3575,31.6712
17.95,122.322,30.5331,31.5769
17.96,122.912,30.7096,31.4832
17.97,123.505,30.8872,31.3899
17.98,124.101,31.0656,31.297
17.99,124.699,31.2451,31.2047
18,125.301,31.4256,31.1128
18.01,125.906,31.607,31.0214
18.02,126.513,31.7894,30.9304
18.03,127.124,31.9728,30.8399
18.04,127.737,32.1573,30.7499
18.05,128.354,32.3427,30.6603
18.06,128.974,32.5292,30.5712
18.07,129.596,32.7166,30.4825
18.08,130.222,32.9051,30.3943
18.09,130.851,33.0946,30.3065
18.1,131.483,33.2852,30.2192
18.11,132.118,33.4768,30.1324
18.12,132.757,33.6695,30.046
18.13,133.398,33.8632,29.96
18.14,134.043,34.0579,29.8745
18.15,134.69,34.2537,29.7894
18.16,135.341,34.4506,29.7048
18.17,135.996,34.6486,29.6206
18.18,136.653,34.8476,29.5369
18.19,137.314,35.0478,29.4536
18.2,137.978,35.249,29.3707
18.21,138.645,35.4513,29.2883
18.22,139.315,35.6547,29.2063
18.23,139.989,35.8592,29.1247
18.24,140.666,36.0649,29.0436
18.25,141.347,36.2716,28.9629
18.26,142.031,36.4795,28.8826
18.27,142.718,36.6885,28.8028
18.28,143.409,36.8987,28.7234
18.29,144.103,37.11,28.6444
18.3,144.8,37.3224,28.5658
18.31,145.501,37.536,28.4877
18.32,146.205,37.7508,28.41
18.33,146.913,37.9667,28.3327
18.34,147.624,38.1838,28.2558
18.35,148.339,38.4021,28.1794
18.36,149.058,38.6216,28.1033
18.37,149.78,38.8423,28.0277
18.38,150.505,39.0641,27.9525
18.39,151.234,39.2872,27.8777
18.4,151.967,39.5115,27.8033
18.41,152.703,39.737,27.7294
18.42,153.443,39.9637,27.6558
18.43,154.187,40.1917,27.5826
18.44,154.934,40.4209,27.5099
18.45,155.685,40.6513,27.4376
18.46,156.44,40.883,27.3656
18.47,157.198,41.1159,27.2941
18.48,157.96,41.3501,27.223
18.49,158.726,41.5856,27.1523
18.5,159.496,41.8224,27.0819
18.51,160.269,42.0604,27.012
18.52,161.046,42.2997,26.9425
18.53,161.827,42.5403,26.8734
18.54,162.612,42.7823,26.8047
18.55,163.401,43.0255,26.7363
18.56,164.194,43.27,26.6684
18.57,164.991,43.5159,26.6008
18.58,165.791,43.7631,26.5337
18.59,166.596,44.0117,26.4669
18.6,167.404,44.2615,26.4006
18.61,168.217,44.5128,26.3346
18.62,169.033,44.7654,26.269
18.63,169.854,45.0193,26.2038
18.64,170.679,45.2747,26.139
18.65,171.507,45.5314,26.0746
18.66,172.34,45.7895,26.0105
18.67,173.177,46.049,25.9469
18.68,174.018,46.3099,25.8836
18.69,174.863,46.5722,25.8207
18.7,175.712,46.8359,25.7582
18.71,176.566,47.101,25.6961
18.72,177.423,47.3676,25.6344
18.73,178.285,47.6356,25.573
18.74,179.152,47.9051,25.512
18.75,180.022,48.176,25.4514
18.76,180.897,48.4484,25.3912
18.77,181.776,48.7222,25.3313
18.78,182.659,48.9975,25.2718
18.79,183.547,49.2743,25.2127
18.8,184.439,49.5526,25.154
18.81,185.336,49.8324,25.0956
18.82,186.237,50.1137,25.0376
18.83,187.142,50.3965,24.98
18.84,188.052,50.6809,24.9227
18.85,188.967,50.9667,24.8658
18.86,189.885,51.2541,24.8093
18.87,190.809,51.5431,24.7532
18.88,191.737,51.8336,24.6974
18.89,192.669,52.1257,24.642
18.9,193.607,52.4193,24.5869
18.91,194.548,52.7145,24.5323
18.92,195.495,53.0113,24.4779
18.93,196.446,53.3098,24.424
18.94,197.402,53.6098,24.3704
18.95,198.362,53.9114,24.3172
18.96,199.327,54.2146,24.2643
18.97,200.297,54.5195,24.2118
18.98,201.272,54.826,24.1597
18.99,202.252,55.1341,24.1079
19,203.236,55.4439,24.0565
19.01,204.226,55.7554,24.0054
19.02,205.22,56.0686,23.9547
19.03,206.219,56.3834,23.9043
19.04,207.223,56.6999,23.8543
19.05,208.232,57.0181,23.8047
19.06,209.246,57.338,23.7554
19.07,210.265,57.6596,23.7065
19.08,211.288,57.983,23.6579
19.09,212.317,58.3081,23.6097
19.1,213.351,58.6349,23.5619
19.11,214.391,58.9635,23.5144
19.12,215.435,59.2938,23.4672
19.13,216.484,59.6259,23.4204
19.14,217.539,59.9598,23.374
19.15,218.599,60.2955,23.3279
19.16,219.664,60.6329,23.2821
19.17,220.734,60.9722,23.2367
19.18,221.809,61.3133,23.1917
19.19,222.89,61.6562,23.147
19.2,223.976,62.001,23.1027
19.21,225.068,62.3476,23.0587
19.22,226.165,62.696,23.015
19.23,227.267,63.0463,22.9717
19.24,228.375,63.3985,22.9288
19.25,229.488,63.7525,22.8862
19.26,230.607,64.1085,22.8439
19.27,231.731,64.4663,22.802
19.28,232.861,64.8261,22.7605
19.29,233.996,65.1878,22.7193
19.3,235.137,65.5514,22.6784
19.31,236.283,65.917,22.6379
19.32,237.436,66.2845,22.5977
19.33,238.593,66.6539,22.5579
19.34,239.757,67.0254,22.5184
19.35,240.926,67.3988,22.4793
19.36,242.101,67.7742,22.4405
19.37,243.282,68.1516,22.4021
19.38,244.469,68.531,22.364
19.39,245.661,68.9125,22.3262
19.4,246.859,69.2959,22.2888
19.41,248.064,69.6815,22.2518
19.42,249.274,70.069,22.2151
19.43,250.49,70.4587,22.1787
19.44,251.712,70.8504,22.1427
19.45,252.94,71.2442,22.107
19.46,254.174,71.6401,22.0717
19.47,255.415,72.0381,22.0367
19.48,256.661,72.4382,22.002
19.49,257.913,72.8404,21.9678
19.5,259.172,73.2448,21.9338
19.51,260.437,73.6513,21.9002
19.52,261.708,74.06,21.8669
19.53,262.985,74.4709,21.834
19.54,264.269,74.8839,21.8014
19.55,265.559,75.2992,21.7692
19.56,266.855,75.7166,21.7373
19.57,268.158,76.1363,21.7058
19.58,269.467,76.5582,21.6746
19.59,270.783,76.9823,21.6437
19.6,272.105,77.4087,21.6132
19.61,273.433,77.8373,21.5831
19.62,274.768,78.2683,21.5532
19.63,276.11,78.7015,21.5238
19.64,277.458,79.137,21.4947
19.65,278.813,79.5748,21.4659
19.66,280.174,80.0149,21.4375
19.67,281.542,80.4574,21.4094
19.68,282.917,80.9022,21.3816
19.69,284.299,81.3494,21.3543
19.7,285.687,81.7989,21.3272
19.71,287.083,82.2508,21.3005
19.72,288.485,82.7051,21.2742
19.73,289.894,83.1618,21.2482
19.74,291.31,83.621,21.2226
19.75,292.733,84.0825,21.1973
19.76,294.163,84.5465,21.1723
19.77,295.6,85.013,21.1477
19.78,297.044,85.4819,21.1235
19.79,298.495,85.9533,21.0996
19.8,299.953,86.4272,21.0761
19.81,301.419,86.9036,21.0529
19.82,302.891,87.3825,21.03
19.83,304.371,87.864,21.0076
19.84,305.858,88.348,20.9854
19.85,307.353,88.8345,20.9637
19.86,308.854,89.3237,20.9423
19.87,310.364,89.8154,20.9212
19.88,311.88,90.3097,20.9005
19.89,313.404,90.8066,20.8802
19.9,314.936,91.3061,20.8602
19.91,316.475,91.8083,20.8406
19.92,318.021,92.3131,20.8213
19.93,319.575,92.8206,20.8024
19.94,321.137,93.3307,20.7838
19.95,322.707,93.8436,20.7656
19.96,324.284,94.3591,20.7478
19.97,325.869,94.8774,20.7304
19.98,327.462,95.3983,20.7133
19.99,329.062,95.9221,20.6965
20,330.67,96.4486,20.6802
20.01,332.287,96.9778,20.6642
20.02,333.911,97.5099,20.6485
20.03,335.543,98.0447,20.6333
20.04,337.183,98.5824,20.6184
20.05,338.832,99.1229,20.6039
20.06,340.488,99.6662,20.5897
20.07,342.152,100.212,20.5759
20.08,343.825,100.761,20.5625
20.09,345.506,101.313,20.5495
20.1,347.195,101.868,20.5369
20.11,348.892,102.426,20.5246
20.12,350.598,102.987,20.5127
20.13,352.312,103.55,20.5012
20.14,354.034,104.117,20.49
20.15,355.765,104.687,20.4793
20.16,357.505,105.259,20.4689
20.17,359.252,105.835,20.4589
20.18,361.009,106.413,20.4493
20.19,362.774,106.995,20.4401
20.2,364.548,107.58,20.4313
20.21,366.33,108.167,20.4229
20.22,368.121,108.758,20.4148
20.23,369.921,109.352,20.4072
20.24,371.73,109.949,20.3999
20.25,373.547,110.549,20.3931
20.26,375.374,111.153,20.3866
20.27,377.209,111.759,20.3805
20.28,379.054,112.369,20.3749
20.29,380.907,112.981,20.3696
20.3,382.77,113.597,20.3648
20.31,384.641,114.217,20.3603
20.32,386.522,114.839,20.3563
20.33,388.412,115.465,20.3527
20.34,390.311,116.094,20.3494
20.35,392.22,116.726,20.3466
20.36,394.138,117.362,20.3442
20.37,396.065,118.001,20.3423
20.38,398.002,118.643,20.3407
20.39,399.948,119.289,20.3396
20.4,401.904,119.938,20.3389
20.41,403.869,120.59,20.3386
20.42,405.844,121.246,20.3387
20.43,407.828,121.905,20.3393
20.44,409.823,122.568,20.3403
20.45,411.827,123.234,20.3417
20.46,413.84,123.903,20.3436
20.47,415.864,124.576,20.3459
20.48,417.898,125.253,20.3487
20.49,419.941,125.933,20.3518
20.5,421.994,126.617,20.3555
20.51,424.058,127.304,20.3596
20.52,426.131,127.995,20.3641
20.53,428.215,128.689,20.3691
20.54,430.309,129.387,20.3745
20.55,432.413,130.089,20.3804
20.56,434.527,130.794,20.3868
20.57,436.652,131.503,20.3936
20.58,438.787,132.216,20.4009
20.59,440.932,132.932,20.4087
20.6,443.088,133.652,20.4169
20.61,445.255,134.376,20.4256
20.62,447.432,135.103,20.4348
20.63,449.619,135.835,20.4445
20.64,451.818,136.57,20.4546
20.65,454.027,137.309,20.4652
20.66,456.246,138.051,20.4764
20.67,458.477,138.798,20.488
20.68,460.718,139.549,20.5001
20.69,462.971,140.303,20.5127
20.7,465.234,141.061,20.5258
20.71,467.509,141.823,20.5394
20.72,469.794,142.59,20.5536
20.73,472.091,143.36,20.5682
20.74,474.399,144.134,20.5834
20.75,476.718,144.912,20.599
20.76,479.048,145.694,20.6152
20.77,481.39,146.48,20.632
20.78,483.743,147.271,20.6492
20.79,486.107,148.065,20.667
20.8,488.483,148.864,20.6854
20.81,490.871,149.666,20.7043
20.82,493.27,150.473,20.7237
20.83,495.681,151.284,20.7437
20.84,498.103,152.099,20.7642
20.85,500.538,152.918,20.7853
20.86,502.984,153.742,20.807
20.87,505.442,154.57,20.8292
20.88,507.912,155.402,20.852
20.89,510.394,156.238,20.8754
20.9,512.888,157.079,20.8993
20.91,515.394,157.924,20.9239
20.92,517.913,158.773,20.949
20.93,520.443,159.627,20.9748
20.94,522.986,160.485,21.0011
20.95,525.541,161.347,21.0281
20.96,528.109,162.214,21.0556
20.97,530.689,163.086,21.0838
20.98,533.282,163.962,21.1126
20.99,535.887,164.842,21.142
21,538.505,165.727,21.1721
21.01,541.135,166.617,21.2028
21.02,543.778,167.511,21.2341
21.03,546.434,168.409,21.2661
21.04,549.103,169.313,21.2988
21.05,551.785,170.22,21.3321
21.06,554.48,171.133,21.3661
21.07,557.188,172.05,21.4007
21.08,559.909,172.972,21.436
21.09,562.643,173.899,21.4721
21.1,565.39,174.83,21.5088
21.11,568.151,175.766,21.5462
21.12,570.925,176.707,21.5843
21.13,573.712,177.653,21.6231
21.14,576.513,178.604,21.6626
21.15,579.327,179.559,21.7029
21.16,582.155,180.52,21.7439
21.17,584.997,181.485,21.7856
21.18,587.852,182.455,21.8281
21.19,590.722,183.431,21.8714
21.2,593.605,184.411,21.9154
21.21,596.502,185.396,21.9601
21.22,599.412,186.386,22.0057
21.23,602.337,187.381,22.052
21.24,605.276,188.382,22.0991
21.25,608.23,189.387,22.147
21.26,611.197,190.398,22.1958
21.27,614.179,191.413,22.2453
21.28,617.175,192.434,22.2957
21.29,620.185,193.46,22.3469
21.3,623.211,194.491,22.399
21.31,626.25,195.528,22.4519
21.32,629.304,196.57,22.5056
21.33,632.373,197.617,22.5603
21.34,635.457,198.669,22.6158
21.35,638.555,199.727,22.6722
21.36,641.669,200.79,22.7295
21.37,644.797,201.859,22.7877
21.38,647.94,202.933,22.8468
21.39,651.099,204.012,22.9069
21.4,654.272,205.097,22.9678
21.41,657.461,206.187,23.0298
21.42,660.665,207.283,23.0927
21.43,663.885,208.384,23.1566
21.44,667.12,209.491,23.2214
21.45,670.37,210.604,23.2873
21.46,673.636,211.722,23.3541
21.47,676.918,212.846,23.422
21.48,680.215,213.976,23.4909
21.49,683.528,215.111,23.5608
21.5,686.857,216.252,23.6318
21.51,690.202,217.398,23.7038
21.52,693.563,218.551,23.7769
21.53,696.94,219.709,23.8511
21.54,700.333,220.873,23.9265
21.55,703.742,222.043,24.0029
21.56,707.168,223.219,24.0804
21.57,710.609,224.401,24.1591
21.58,714.068,225.589,24.239
21.59,717.542,226.782,24.32
21.6,721.034,227.982,24.4022
21.61,724.542,229.188,24.4856
21.62,728.066,230.399,24.5703
21.63,731.608,231.617,24.6561
21.64,735.166,232.841,24.7432
21.65,738.741,234.071,24.8316
21.66,742.333,235.307,24.9212
21.67,745.942,236.55,25.0121
21.68,749.569,237.798,25.1044
21.69,753.212,239.053,25.1979
21.7,756.873,240.314,25.2928
21.71,760.551,241.582,25.3891
21.72,764.247,242.855,25.4867
21.73,767.96,244.135,25.5857
21.74,771.691,245.422,25.6862
21.75,775.439,246.715,25.7881
21.76,779.205,248.014,25.8914
21.77,782.989,249.32,25.9962
21.78,786.791,250.632,26.1025
21.79,790.611,251.951,26.2103
21.8,794.448,253.276,26.3196
21.81,798.304,254.608,26.4305
21.82,802.178,255.946,26.5429
21.83,806.071,257.291,26.657
21.84,809.981,258.643,26.7726
21.85,813.91,260.002,26.8899
21.86,817.858,261.367,27.0089
21.87,821.824,262.739,27.1295
21.88,825.808,264.117,27.2519
21.89,829.812,265.503,27.3759
21.9,833.834,266.895,27.5018
21.91,837.875,268.294,27.6294
21.92,841.935,269.7,27.7588
21.93,846.014,271.113,27.89
21.94,850.112,272.533,28.0231
21.95,854.229,273.96,28.1581
21.96,858.366,275.394,28.2949
21.97,862.521,276.835,28.4337
21.98,866.697,278.283,28.5745
21.99,870.891,279.738,28.7173
22,875.105,281.2,28.8621
22.01,879.339,282.67,29.0089
22.02,883.593,284.146,29.1578
22.03,887.866,285.63,29.3089
22.04,892.159,287.121,29.4621
22.05,896.472,288.619,29.6174
22.06,900.805,290.124,29.775
22.07,905.158,291.637,29.9348
22.08,909.532,293.157,30.0968
22.09,913.925,294.685,30.2612
22.1,918.339,296.22,30.4279
22.11,922.773,297.762,30.597
22.12,927.228,299.312,30.7685
22.13,931.703,300.87,30.9425
22.14,936.199,302.434,31.119
22.15,940.716,304.007,31.2979
22.16,945.253,305.587,31.4795
22.17,949.811,307.174,31.6636
22.18,954.39,308.77,31.8504
22.19,958.99,310.373,32.0399
22.2,963.611,311.983,32.2321
22.21,968.254,313.602,32.4271
22.22,972.917,315.228,32.625
22.23,977.602,316.861,32.8256
22.24,982.308,318.503,33.0292
22.25,987.036,320.153,33.2357
22.26,991.785,321.81,33.4453
22.27,996.556,323.475,33.6579
22.28,1001.35,325.148,33.8736
22.29,1006.16,326.829,34.0924
22.3,1011,328.519,34.3144
22.31,1015.86,330.216,34.5397
22.32,1020.74,331.921,34.7683
22.33,1025.64,333.634,35.0003
22.34,1030.56,335.355,35.2357
22.35,1035.51,337.084,35.4745
22.36,1040.48,338.822,35.7169
22.37,1045.47,340.568,35.9629
22.38,1050.48,342.321,36.2125
22.39,1055.51,344.083,36.4658
22.4,1060.57,345.854,36.7229
22.41,1065.65,347.632,36.9839
22.42,1070.76,349.419,37.2487
22.43,1075.88,351.214,37.5175
22.44,1081.03,353.018,37.7904
22.45,1086.2,354.83,38.0674
22.46,1091.4,356.65,38.3485
22.47,1096.61,358.479,38.6339
22.48,1101.85,360.316,38.9236
22.49,1107.12,362.161,39.2177
22.5,1112.4,364.015,39.5163
22.51,1117.71,365.878,39.8194
22.52,1123.05,367.749,40.1272
22.53,1128.4,369.629,40.4397
22.54,1133.78,371.517,40.757
22.55,1139.19,373.414,41.0791
22.56,1144.61,375.319,41.4063
22.57,1150.06,377.233,41.7385
22.58,1155.54,379.156,42.0758
22.59,1161.04,381.088,42.4184
22.6,1166.56,383.028,42.7663
22.61,1172.1,384.977,43.1197
22.62,1177.67,386.935,43.4786
22.63,1183.27,388.901,43.8431
22.64,1188.88,390.876,44.2134
22.65,1194.52,392.86,44.5895
22.66,1200.19,394.853,44.9715
22.67,1205.88,396.855,45.3596
22.68,1211.59,398.865,45.7539
22.69,1217.33,400.885,46.1545
22.7,1223.09,402.913,46.5615
22.71,1228.88,404.95,46.9749
22.72,1234.69,406.996,47.3951
22.73,1240.52,409.051,47.822
22.74,1246.38,411.115,48.2558
22.75,1252.26,413.188,48.6966
22.76,1258.17,415.27,49.1446
22.77,1264.1,417.361,49.5999
22.78,1270.06,419.461,50.0626
22.79,1276.04,421.57,50.533
22.8,1282.05,423.688,51.011
22.81,1288.08,425.815,51.4969
22.82,1294.13,427.951,51.9909
22.83,1300.21,430.096,52.493
22.84,1306.31,432.25,53.0035
22.85,1312.44,434.413,53.5224
22.86,1318.6,436.585,54.0501
22.87,1324.77,438.766,54.5866
22.88,1330.98,440.956,55.1321
22.89,1337.2,443.155,55.6868
22.9,1343.45,445.364,56.2509
22.91,1349.73,447.581,56.8246
22.92,1356.03,449.807,57.408
22.93,1362.36,452.043,58.0014
22.94,1368.71,454.287,58.6049
22.95,1375.08,456.541,59.2188
22.96,1381.48,458.803,59.8433
22.97,1387.9,461.075,60.4786
22.98,1394.35,463.355,61.1248
22.99,1400.82,465.645,61.7823
23,1407.32,467.944,62.4512
23.01,1413.84,470.251,63.1319
23.02,1420.39,472.568,63.8245
23.03,1426.96,474.893,64.5292
23.04,1433.55,477.227,65.2464
23.05,1440.17,479.571,65.9763
23.06,1446.81,481.923,66.7191
23.07,1453.48,484.284,67.4752
23.08,1460.17,486.654,68.2447
23.09,1466.89,489.032,69.0281
23.1,1473.63,491.42,69.8256
23.11,1480.39,493.816,70.6374
23.12,1487.17,496.221,71.4639
23.13,1493.98,498.635,72.3054
23.14,1500.82,501.057,73.1622
23.15,1507.68,503.488,74.0347
23.16,1514.56,505.927,74.9231
23.17,1521.46,508.375,75.8279
23.18,1528.39,510.832,76.7493
23.19,1535.34,513.297,77.6878
23.2,1542.31,515.77,78.6437
23.21,1549.3,518.252,79.6174
23.22,1556.32,520.742,80.6093
23.23,1563.36,523.24,81.6197
23.24,1570.42,525.746,82.6492
23.25,1577.51,528.261,83.698
23.26,1584.61,530.783,84.7666
23.27,1591.74,533.314,85.8556
23.28,1598.89,535.852,86.9652
23.29,1606.06,538.399,88.096
23.3,1613.25,540.952,89.2485
23.31,1620.47,543.514,90.4231
23.32,1627.7,546.083,91.6203
23.33,1634.95,548.66,92.8407
23.34,1642.23,551.244,94.0848
23.35,1649.52,553.835,95.353
23.36,1656.84,556.434,96.646
23.37,1664.17,559.04,97.9644
23.38,1671.52,561.652,99.3086
23.39,1678.89,564.272,100.679
23.4,1686.28,566.898,102.077
23.41,1693.69,569.531,103.503
23.42,1701.11,572.171,104.956
23.43,1708.56,574.817,106.439
23.44,1716.02,577.469,107.952
23.45,1723.49,580.127,109.495
23.46,1730.99,582.792,111.068
23.47,1738.5,585.462,112.674
23.48,1746.02,588.138,114.312
23.49,1753.56,590.819,115.984
23.5,1761.12,593.505,117.69
23.51,1768.69,596.197,119.43
23.52,1776.27,598.894,121.206
23.53,1783.86,601.596,123.019
23.54,1791.47,604.302,124.869
23.55,1799.1,607.013,126.758
23.56,1806.73,609.727,128.685
23.57,1814.37,612.446,130.653
23.58,1822.03,615.169,132.662
23.59,1829.69,617.895,134.713
23.6,1837.37,620.625,136.807
23.61,1845.05,623.358,138.945
23.62,1852.74,626.093,141.129
23.63,1860.44,628.832,143.358
23.64,1868.14,631.572,145.635
23.65,1875.85,634.315,147.961
23.66,1883.57,637.059,150.336
23.67,1891.29,639.805,152.762
23.68,1899.02,642.552,155.241
23.69,1906.74,645.3,157.772
23.7,1914.47,648.049,160.359
23.71,1922.2,650.798,163.002
23.72,1929.94,653.546,165.702
23.73,1937.67,656.295,168.46
23.74,1945.4,659.042,171.28
23.75,1953.12,661.789,174.16
23.76,1960.84,664.533,177.105
23.77,1968.56,667.276,180.114
23.78,1976.27,670.017,183.189
23.79,1983.98,672.755,186.333
23.8,1991.68,675.489,189.546
23.81,1999.37,678.22,192.831
23.82,2007.04,680.947,196.189
23.83,2014.71,683.669,199.622
23.84,2022.37,686.387,203.133
23.85,2030,689.099,206.722
23.86,2037.63,691.804,210.391
23.87,2045.24,694.504,214.144
23.88,2052.83,697.196,217.982
23.89,2060.39,699.88,221.906
23.9,2067.94,702.556,225.92
23.91,2075.47,705.224,230.025
23.92,2082.97,707.882,234.224
23.93,2090.44,710.53,238.518
23.94,2097.89,713.167,242.911
23.95,2105.3,715.793,247.405
23.96,2112.69,718.407,252.003
23.97,2120.04,721.008,256.706
23.98,2127.36,723.595,261.518
23.99,2134.64,726.169,266.441
24,2141.88,728.728,271.478
24.01,2149.08,731.271,276.631
24.02,2156.24,733.797,281.905
24.03,2163.35,736.306,287.301
24.04,2170.41,738.797,292.823
24.05,2177.42,741.269,298.474
24.06,2184.38,743.721,304.257
24.07,2191.29,746.153,310.175
24.08,2198.14,748.563,316.232
24.09,2204.93,750.95,322.431
24.1,2211.66,753.313,328.775
24.11,2218.32,755.652,335.269
24.12,2224.91,757.965,341.915
24.13,2231.44,760.251,348.718
24.14,2237.89,762.51,355.681
24.15,2244.27,764.74,362.808
24.16,2250.56,766.94,370.103
24.17,2256.77,769.108,377.571
24.18,2262.9,771.245,385.214
24.19,2268.94,773.347,393.039
24.2,2274.89,775.415,401.048
24.21,2280.74,777.447,409.246
24.22,2286.5,779.442,417.638
24.23,2292.15,781.398,426.228
24.24,2297.69,783.314,435.021
24.25,2303.13,785.189,444.022
24.26,2308.45,787.02,453.235
24.27,2313.66,788.808,462.666
24.28,2318.74,790.55,472.319
24.29,2323.7,792.245,482.199
24.3,2328.53,793.891,492.311
24.31,2333.23,795.487,502.662
24.32,2337.79,797.031,513.255
24.33,2342.21,798.521,524.097
24.34,2346.48,799.957,535.193
24.35,2350.6,801.336,546.548
24.36,2354.56,802.657,558.168
24.37,2358.37,803.917,570.059
24.38,2362.01,805.116,582.226
24.39,2365.49,806.251,594.675
24.4,2368.79,807.32,607.413
24.41,2371.91,808.323,620.444
24.42,2374.84,809.256,633.775
24.43,2377.59,810.118,647.411
24.44,2380.15,810.908,661.36
24.45,2382.5,811.623,675.626
24.46,2384.65,812.261,690.216
24.47,2386.6,812.821,705.136
24.48,2388.32,813.3,720.392
24.49,2389.83,813.697,735.99
24.5,2391.11,814.009,751.936
24.51,2392.17,814.235,768.237
24.52,2392.98,814.372,784.898
24.53,2393.55,814.419,801.925
24.54,2393.88,814.373,819.325
24.55,2393.96,814.233,837.102
24.56,2393.77,813.996,855.264
24.57,2393.32,813.661,873.815
24.58,2392.61,813.225,892.762
24.59,2391.62,812.687,912.11
24.6,2390.34,812.044,931.864
24.61,2388.79,811.295,952.03
24.62,2386.94,810.437,972.612
24.63,2384.8,809.469,993.617
24.64,2382.35,808.389,1015.05
24.65,2379.6,807.194,1036.91
24.66,2376.54,805.884,1059.21
24.67,2373.16,804.456,1081.94
24.68,2369.46,802.908,1105.12
24.69,2365.43,801.239,1128.75
24.7,2361.07,799.447,1152.83
24.71,2356.37,797.531,1177.36
24.72,2351.34,795.489,1202.35
24.73,2345.96,793.319,1227.8
