prey 1 growth rate,0.5
prey 1 death rate,0.0006
prey 2 growth rate,0.4
prey 2 death rate,0.0005
predator growth rate,0.0008
predator death rate,0.42
x1,500
x2,200
y,20
n,10000
t (days),100

timestep,x1,x2,y
51.87,8.70524,0.0636181,580.213
51.88,8.71853,0.0652729,577.822
51.89,8.73197,0.0669498,575.441
51.9,8.74556,0.0686487,573.07
51.91,8.75929,0.0703698,570.708
51.92,8.77316,0.0721131,568.356
51.93,8.78718,0.0738787,566.014
51.94,8.80135,0.0756666,563.682
51.95,8.81566,0.0774769,561.359
51.96,8.83012,0.0793097,559.046
51.97,8.84473,0.081165,556.743
51.98,8.85948,0.0830429,554.449
51.99,8.87438,0.0849435,552.165
52,8.88942,0.0868669,549.89
52.01,8.90461,0.088813,547.625
52.02,8.91995,0.0907821,545.369
52.03,8.93543,0.0927741,543.122
52.04,8.95107,0.0947892,540.885
52.05,8.96685,0.0968275,538.657
52.06,8.98278,0.0988889,536.439
52.07,8.99885,0.100974,534.229
52.08,9.01507,0.103082,532.029
52.09,9.03145,0.105213,529.838
52.1,9.04797,0.107368,527.656
52.11,9.06464,0.109547,525.483
52.12,9.08145,0.11175,523.319
52.13,9.09842,0.113976,521.164
52.14,9.11554,0.116226,519.018
52.15,9.1328,0.1185,516.881
52.16,9.15022,0.120799,514.752
52.17,9.16778,0.123121,512.633
52.18,9.1855,0.125468,510.523
52.19,9.20337,0.127839,508.421
52.2,9.22138,0.130235,506.328
52.21,9.23955,0.132655,504.243
52.22,9.25787,0.1351,502.168
52.23,9.27634,0.137569,500.101
52.24,9.29496,0.140064,498.042
52.25,9.31374,0.142583,495.992
52.26,9.33267,0.145128,493.951
52.27,9.35175,0.147698,491.918
52.28,9.37098,0.150293,489.894
52.29,9.39037,0.152913,487.878
52.3,9.40991,0.155559,485.87
52.31,9.4296,0.158231,483.871
52.32,9.44945,0.160929,481.88
52.33,9.46946,0.163652,479.897
52.34,9.48962,0.166401,477.922
52.35,9.50993,0.169177,475.956
52.36,9.5304,0.171978,473.998
52.37,9.55102,0.174806,472.048
52.38,9.57181,0.17766,470.106
52.39,9.59275,0.180541,468.173
52.4,9.61384,0.183449,466.247
52.41,9.6351,0.186384,464.329
52.42,9.65651,0.189345,462.419
52.43,9.67808,0.192334,460.518
52.44,9.6998,0.195349,458.624
52.45,9.72169,0.198393,456.738
52.46,9.74374,0.201463,454.86
52.47,9.76594,0.204561,452.989
52.48,9.78831,0.207687,451.127
52.49,9.81084,0.210841,449.272
52.5,9.83353,0.214023,447.425
52.51,9.85638,0.217233,445.586
52.52,9.87939,0.220471,443.754
52.53,9.90256,0.223738,441.93
52.54,9.9259,0.227033,440.113
52.55,9.9494,0.230357,438.304
52.56,9.97306,0.23371,436.503
52.57,9.99689,0.237091,434.709
52.58,10.0209,0.240502,432.923
52.59,10.045,0.243942,431.144
52.6,10.0694,0.247412,429.372
52.61,10.0939,0.250911,427.608
52.62,10.1185,0.25444,425.851
52.63,10.1433,0.257999,424.101
52.64,10.1683,0.261588,422.359
52.65,10.1935,0.265207,420.624
52.66,10.2188,0.268857,418.896
52.67,10.2443,0.272537,417.176
52.68,10.27,0.276247,415.462
52.69,10.2958,0.279989,413.756
52.7,10.3218,0.283761,412.057
52.71,10.348,0.287565,410.364
52.72,10.3743,0.2914,408.679
52.73,10.4008,0.295266,407.001
52.74,10.4275,0.299164,405.33
52.75,10.4544,0.303094,403.666
52.76,10.4814,0.307056,402.009
52.77,10.5087,0.31105,400.359
52.78,10.536,0.315077,398.715
52.79,10.5636,0.319135,397.079
52.8,10.5913,0.323227,395.449
52.81,10.6193,0.327352,393.826
52.82,10.6473,0.331509,392.21
52.83,10.6756,0.3357,390.6
52.84,10.7041,0.339924,388.997
52.85,10.7327,0.344181,387.401
52.86,10.7615,0.348473,385.812
52.87,10.7905,0.352798,384.229
52.88,10.8196,0.357158,382.653
52.89,10.849,0.361552,381.083
52.9,10.8785,0.36598,379.52
52.91,10.9082,0.370443,377.964
52.92,10.9381,0.374941,376.413
52.93,10.9682,0.379474,374.87
52.94,10.9985,0.384042,373.333
52.95,11.0289,0.388646,371.802
52.96,11.0596,0.393285,370.277
52.97,11.0904,0.397961,368.759
52.98,11.1214,0.402672,367.248
52.99,11.1526,0.40742,365.742
53,11.184,0.412204,364.243
53.01,11.2155,0.417024,362.75
53.02,11.2473,0.421882,361.263
53.03,11.2793,0.426777,359.783
53.04,11.3114,0.431709,358.309
53.05,11.3437,0.436678,356.841
53.06,11.3763,0.441685,355.378
53.07,11.409,0.44673,353.923
53.08,11.4419,0.451814,352.473
53.09,11.475,0.456935,351.029
53.1,11.5083,0.462095,349.591
53.11,11.5418,0.467294,348.159
53.12,11.5755,0.472532,346.733
53.13,11.6094,0.477809,345.314
53.14,11.6435,0.483126,343.9
53.15,11.6778,0.488482,342.491
53.16,11.7123,0.493879,341.089
53.17,11.747,0.499315,339.693
53.18,11.7819,0.504792,338.302
53.19,11.817,0.510309,336.918
53.2,11.8523,0.515867,335.539
53.21,11.8878,0.521466,334.166
53.22,11.9235,0.527107,332.798
53.23,11.9594,0.532789,331.436
53.24,11.9955,0.538512,330.08
53.25,12.0318,0.544278,328.73
53.26,12.0683,0.550086,327.385
53.27,12.1051,0.555936,326.046
53.28,12.142,0.56183,324.712
53.29,12.1792,0.567766,323.384
53.3,12.2166,0.573745,322.062
53.31,12.2541,0.579768,320.745
53.32,12.2919,0.585835,319.434
53.33,12.33,0.591945,318.128
53.34,12.3682,0.5981,316.827
53.35,12.4066,0.604299,315.532
53.36,12.4453,0.610543,314.242
53.37,12.4841,0.616832,312.958
53.38,12.5232,0.623166,311.679
53.39,12.5625,0.629546,310.405
53.4,12.6021,0.635972,309.137
53.41,12.6418,0.642443,307.874
53.42,12.6818,0.648961,306.616
53.43,12.722,0.655526,305.364
53.44,12.7624,0.662137,304.117
53.45,12.803,0.668795,302.875
53.46,12.8439,0.675501,301.638
53.47,12.885,0.682255,300.406
53.48,12.9263,0.689056,299.18
53.49,12.9678,0.695906,297.958
53.5,13.0096,0.702805,296.742
53.51,13.0516,0.709752,295.531
53.52,13.0938,0.716748,294.325
53.53,13.1363,0.723793,293.124
53.54,13.179,0.730888,291.927
53.55,13.2219,0.738034,290.736
53.56,13.2651,0.745229,289.55
53.57,13.3085,0.752475,288.369
53.58,13.3521,0.759772,287.193
53.59,13.396,0.767119,286.021
53.6,13.4401,0.774519,284.855
53.61,13.4844,0.78197,283.693
53.62,13.529,0.789473,282.537
53.63,13.5738,0.797028,281.385
53.64,13.6189,0.804636,280.238
53.65,13.6642,0.812297,279.096
53.66,13.7098,0.820011,277.958
53.67,13.7556,0.827779,276.825
53.68,13.8017,0.8356,275.697
53.69,13.848,0.843476,274.574
53.7,13.8945,0.851406,273.455
53.71,13.9413,0.859391,272.342
53.72,13.9884,0.867432,271.232
53.73,14.0357,0.875527,270.128
53.74,14.0832,0.883679,269.028
53.75,14.131,0.891886,267.932
53.76,14.1791,0.900151,266.841
53.77,14.2274,0.908471,265.755
53.78,14.276,0.916849,264.673
53.79,14.3248,0.925285,263.596
53.8,14.3739,0.933778,262.524
53.81,14.4233,0.942329,261.455
53.82,14.4729,0.950939,260.392
53.83,14.5228,0.959608,259.332
53.84,14.573,0.968335,258.277
53.85,14.6234,0.977123,257.227
53.86,14.674,0.98597,256.181
53.87,14.725,0.994877,255.139
53.88,14.7762,1.00384,254.102
53.89,14.8277,1.01287,253.069
53.9,14.8795,1.02196,252.04
53.91,14.9315,1.03112,251.016
53.92,14.9838,1.04033,249.996
53.93,15.0364,1.0496,248.98
53.94,15.0892,1.05894,247.969
53.95,15.1424,1.06834,246.961
53.96,15.1958,1.07781,245.958
53.97,15.2495,1.08734,244.959
53.98,15.3035,1.09693,243.965
53.99,15.3577,1.10659,242.974
54,15.4123,1.11631,241.988
54.01,15.4671,1.1261,241.005
54.02,15.5222,1.13595,240.027
54.03,15.5776,1.14587,239.053
54.04,15.6333,1.15586,238.083
54.05,15.6893,1.16591,237.117
54.06,15.7455,1.17603,236.155
54.07,15.8021,1.18622,235.197
54.08,15.859,1.19648,234.244
54.09,15.9161,1.2068,233.294
54.1,15.9736,1.2172,232.348
54.11,16.0313,1.22766,231.406
54.12,16.0894,1.23819,230.468
54.13,16.1477,1.24879,229.534
54.14,16.2064,1.25947,228.604
54.15,16.2653,1.27021,227.677
54.16,16.3246,1.28103,226.755
54.17,16.3841,1.29191,225.837
54.18,16.444,1.30287,224.922
54.19,16.5042,1.3139,224.011
54.2,16.5647,1.32501,223.104
54.21,16.6255,1.33619,222.201
54.22,16.6866,1.34744,221.301
54.23,16.7481,1.35877,220.406
54.24,16.8098,1.37017,219.514
54.25,16.8719,1.38164,218.626
54.26,16.9343,1.39319,217.741
54.27,16.997,1.40482,216.861
54.28,17.06,1.41653,215.984
54.29,17.1233,1.42831,215.11
54.3,17.187,1.44017,214.24
54.31,17.251,1.4521,213.374
54.32,17.3154,1.46412,212.512
54.33,17.38,1.47621,211.653
54.34,17.445,1.48838,210.798
54.35,17.5104,1.50064,209.946
54.36,17.576,1.51297,209.098
54.37,17.642,1.52538,208.254
54.38,17.7083,1.53787,207.413
54.39,17.775,1.55045,206.575
54.4,17.842,1.56311,205.742
54.41,17.9094,1.57585,204.911
54.42,17.9771,1.58867,204.084
54.43,18.0451,1.60158,203.261
54.44,18.1135,1.61457,202.441
54.45,18.1823,1.62764,201.624
54.46,18.2514,1.6408,200.811
54.47,18.3208,1.65405,200.001
54.48,18.3906,1.66738,199.195
54.49,18.4608,1.6808,198.392
54.5,18.5313,1.6943,197.592
54.51,18.6021,1.7079,196.796
54.52,18.6734,1.72158,196.003
54.53,18.7449,1.73534,195.214
54.54,18.8169,1.7492,194.427
54.55,18.8892,1.76315,193.644
54.56,18.9619,1.77719,192.865
54.57,19.0349,1.79131,192.088
54.58,19.1084,1.80553,191.315
54.59,19.1822,1.81984,190.545
54.6,19.2563,1.83424,189.779
54.61,19.3309,1.84874,189.015
54.62,19.4058,1.86333,188.255
54.63,19.4811,1.87801,187.498
54.64,19.5568,1.89279,186.744
54.65,19.6328,1.90766,185.993
54.66,19.7093,1.92262,185.246
54.67,19.7861,1.93769,184.501
54.68,19.8633,1.95285,183.76
54.69,19.9409,1.9681,183.022
54.7,20.0189,1.98346,182.287
54.71,20.0973,1.99891,181.555
54.72,20.1761,2.01446,180.826
54.73,20.2553,2.03011,180.1
54.74,20.3349,2.04586,179.377
54.75,20.4149,2.06171,178.658
54.76,20.4953,2.07766,177.941
54.77,20.5761,2.09371,177.227
54.78,20.6573,2.10987,176.517
54.79,20.7389,2.12613,175.809
54.8,20.8209,2.14249,175.104
54.81,20.9034,2.15895,174.402
54.82,20.9862,2.17552,173.704
54.83,21.0695,2.1922,173.008
54.84,21.1532,2.20898,172.315
54.85,21.2373,2.22587,171.625
54.86,21.3218,2.24286,170.937
54.87,21.4068,2.25996,170.253
54.88,21.4921,2.27718,169.572
54.89,21.578,2.2945,168.893
54.9,21.6642,2.31192,168.218
54.91,21.7509,2.32946,167.545
54.92,21.838,2.34711,166.875
54.93,21.9255,2.36488,166.208
54.94,22.0135,2.38275,165.543
54.95,22.1019,2.40074,164.882
54.96,22.1908,2.41884,164.223
54.97,22.2801,2.43705,163.567
54.98,22.3699,2.45538,162.914
54.99,22.4601,2.47383,162.263
55,22.5507,2.49239,161.615
55.01,22.6418,2.51106,160.97
55.02,22.7334,2.52986,160.328
55.03,22.8254,2.54877,159.688
55.04,22.9179,2.5678,159.051
55.05,23.0109,2.58695,158.417
55.06,23.1043,2.60622,157.786
55.07,23.1982,2.62561,157.157
55.08,23.2925,2.64513,156.531
55.09,23.3873,2.66476,155.907
55.1,23.4826,2.68452,155.286
55.11,23.5784,2.7044,154.668
55.12,23.6747,2.72441,154.052
55.13,23.7714,2.74454,153.439
55.14,23.8686,2.7648,152.828
55.15,23.9663,2.78518,152.22
55.16,24.0645,2.80569,151.614
55.17,24.1632,2.82633,151.012
55.18,24.2623,2.8471,150.411
55.19,24.362,2.868,149.813
55.2,24.4622,2.88902,149.218
55.21,24.5628,2.91018,148.625
55.22,24.664,2.93147,148.035
55.23,24.7656,2.95289,147.447
55.24,24.8678,2.97445,146.862
55.25,24.9705,2.99614,146.279
55.26,25.0737,3.01796,145.699
55.27,25.1774,3.03992,145.121
55.28,25.2816,3.06201,144.545
55.29,25.3864,3.08425,143.972
55.3,25.4916,3.10662,143.401
55.31,25.5974,3.12913,142.833
55.32,25.7037,3.15177,142.267
55.33,25.8106,3.17456,141.704
55.34,25.9179,3.19749,141.143
55.35,26.0259,3.22056,140.584
55.36,26.1343,3.24378,140.027
55.37,26.2433,3.26713,139.473
55.38,26.3528,3.29064,138.922
55.39,26.4629,3.31428,138.372
55.4,26.5735,3.33807,137.825
55.41,26.6847,3.36201,137.281
55.42,26.7964,3.3861,136.738
55.43,26.9087,3.41033,136.198
55.44,27.0215,3.43472,135.66
55.45,27.1349,3.45925,135.125
55.46,27.2489,3.48394,134.591
55.47,27.3634,3.50877,134.06
55.48,27.4785,3.53376,133.531
55.49,27.5941,3.55891,133.005
55.5,27.7104,3.5842,132.48
55.51,27.8272,3.60966,131.958
55.52,27.9446,3.63527,131.438
55.53,28.0626,3.66103,130.921
55.54,28.1811,3.68696,130.405
55.55,28.3003,3.71304,129.892
55.56,28.42,3.73928,129.381
55.57,28.5403,3.76568,128.872
55.58,28.6613,3.79225,128.365
55.59,28.7828,3.81898,127.86
55.6,28.9049,3.84587,127.357
55.61,29.0277,3.87292,126.857
55.62,29.151,3.90014,126.359
55.63,29.275,3.92753,125.862
55.64,29.3996,3.95508,125.368
55.65,29.5248,3.9828,124.876
55.66,29.6506,4.01069,124.386
55.67,29.777,4.03876,123.898
55.68,29.9041,4.06699,123.413
55.69,30.0318,4.09539,122.929
55.7,30.1601,4.12397,122.447
55.71,30.289,4.15272,121.967
55.72,30.4186,4.18164,121.49
55.73,30.5489,4.21074,121.014
55.74,30.6798,4.24002,120.541
55.75,30.8113,4.26948,120.069
55.76,30.9435,4.29911,119.599
55.77,31.0763,4.32893,119.132
55.78,31.2098,4.35892,118.666
55.79,31.344,4.3891,118.203
55.8,31.4788,4.41946,117.741
55.81,31.6143,4.45,117.281
55.82,31.7505,4.48073,116.823
55.83,31.8873,4.51165,116.368
55.84,32.0248,4.54275,115.914
55.85,32.163,4.57404,115.462
55.86,32.3019,4.60552,115.012
55.87,32.4414,4.63719,114.564
55.88,32.5817,4.66905,114.117
55.89,32.7226,4.7011,113.673
55.9,32.8643,4.73335,113.231
55.91,33.0066,4.76579,112.79
55.92,33.1497,4.79843,112.351
55.93,33.2934,4.83126,111.914
55.94,33.4379,4.8643,111.479
55.95,33.5831,4.89753,111.046
55.96,33.729,4.93096,110.615
55.97,33.8756,4.96459,110.186
55.98,34.023,4.99843,109.758
55.99,34.171,5.03246,109.332
56,34.3198,5.06671,108.908
56.01,34.4694,5.10116,108.486
56.02,34.6197,5.13581,108.066
56.03,34.7707,5.17068,107.647
56.04,34.9224,5.20575,107.23
56.05,35.075,5.24103,106.815
56.06,35.2282,5.27653,106.402
56.07,35.3823,5.31224,105.99
56.08,35.5371,5.34816,105.581
56.09,35.6926,5.3843,105.173
56.1,35.8489,5.42065,104.766
56.11,36.006,5.45722,104.362
56.12,36.1639,5.49401,103.959
56.13,36.3226,5.53103,103.558
56.14,36.482,5.56826,103.158
56.15,36.6422,5.60571,102.761
56.16,36.8032,5.64339,102.365
56.17,36.965,5.68129,101.97
56.18,37.1277,5.71942,101.578
56.19,37.2911,5.75778,101.187
56.2,37.4553,5.79637,100.797
56.21,37.6203,5.83518,100.41
56.22,37.7862,5.87423,100.024
56.23,37.9528,5.91351,99.6394
56.24,38.1203,5.95303,99.2568
56.25,38.2886,5.99278,98.8757
56.26,38.4578,6.03276,98.4963
56.27,38.6278,6.07299,98.1185
56.28,38.7986,6.11345,97.7423
56.29,38.9702,6.15416,97.3677
56.3,39.1427,6.19511,96.9947
56.31,39.3161,6.2363,96.6233
56.32,39.4903,6.27773,96.2535
56.33,39.6654,6.31941,95.8853
56.34,39.8413,6.36134,95.5186
56.35,40.0181,6.40352,95.1535
56.36,40.1958,6.44594,94.79
56.37,40.3744,6.48862,94.428
56.38,40.5538,6.53155,94.0676
56.39,40.7341,6.57474,93.7088
56.4,40.9154,6.61818,93.3514
56.41,41.0975,6.66188,92.9956
56.42,41.2805,6.70584,92.6413
56.43,41.4644,6.75006,92.2886
56.44,41.6492,6.79454,91.9373
56.45,41.8349,6.83928,91.5876
56.46,42.0216,6.88428,91.2393
56.47,42.2091,6.92956,90.8926
56.48,42.3976,6.9751,90.5473
56.49,42.587,7.02091,90.2035
56.5,42.7774,7.06699,89.8612
56.51,42.9687,7.11334,89.5203
56.52,43.1609,7.15996,89.181
56.53,43.3541,7.20686,88.843
56.54,43.5482,7.25404,88.5066
56.55,43.7433,7.30149,88.1715
56.56,43.9394,7.34923,87.838
56.57,44.1364,7.39724,87.5058
56.58,44.3344,7.44554,87.1751
56.59,44.5334,7.49412,86.8458
56.6,44.7333,7.54299,86.5179
56.61,44.9343,7.59214,86.1914
56.62,45.1362,7.64158,85.8663
56.63,45.3391,7.69132,85.5426
56.64,45.5431,7.74134,85.2204
56.65,45.748,7.79166,84.8995
56.66,45.9539,7.84228,84.5799
56.67,46.1609,7.89319,84.2618
56.68,46.3689,7.9444,83.945
56.69,46.5779,7.99591,83.6296
56.7,46.7879,8.04772,83.3156
56.71,46.999,8.09984,83.0029
56.72,47.2111,8.15226,82.6915
56.73,47.4242,8.20499,82.3815
56.74,47.6384,8.25803,82.0729
56.75,47.8537,8.31138,81.7655
56.76,48.07,8.36504,81.4595
56.77,48.2874,8.41901,81.1549
56.78,48.5059,8.4733,80.8515
56.79,48.7254,8.52791,80.5494
56.8,48.946,8.58283,80.2487
56.81,49.1677,8.63808,79.9492
56.82,49.3906,8.69365,79.6511
56.83,49.6144,8.74954,79.3542
56.84,49.8395,8.80576,79.0586
56.85,50.0656,8.86231,78.7643
56.86,50.2928,8.91919,78.4713
56.87,50.5211,8.97639,78.1795
56.88,50.7506,9.03394,77.889
56.89,50.9812,9.09181,77.5997
56.9,51.2129,9.15003,77.3117
56.91,51.4458,9.20858,77.025
56.92,51.6799,9.26748,76.7395
56.93,51.915,9.32671,76.4552
56.94,52.1514,9.38629,76.1722
56.95,52.3889,9.44622,75.8904
56.96,52.6276,9.5065,75.6098
56.97,52.8674,9.56712,75.3305
56.98,53.1084,9.6281,75.0523
56.99,53.3507,9.68943,74.7754
57,53.5941,9.75112,74.4996
57.01,53.8387,9.81317,74.2251
57.02,54.0845,9.87557,73.9518
57.03,54.3315,9.93834,73.6796
57.04,54.5798,10.0015,73.4086
57.05,54.8293,10.065,73.1388
57.06,55.08,10.1288,72.8702
57.07,55.3319,10.1931,72.6028
57.08,55.5851,10.2577,72.3365
57.09,55.8395,10.3227,72.0714
57.1,56.0952,10.388,71.8074
57.11,56.3521,10.4538,71.5446
57.12,56.6103,10.5199,71.2829
57.13,56.8698,10.5864,71.0224
57.14,57.1306,10.6533,70.763
57.15,57.3926,10.7205,70.5047
57.16,57.6559,10.7882,70.2476
57.17,57.9206,10.8562,69.9916
57.18,58.1865,10.9247,69.7367
57.19,58.4537,10.9935,69.4829
57.2,58.7223,11.0627,69.2303
57.21,58.9922,11.1324,68.9787
57.22,59.2634,11.2024,68.7283
57.23,59.5359,11.2728,68.4789
57.24,59.8098,11.3437,68.2306
57.25,60.0851,11.4149,67.9834
57.26,60.3617,11.4866,67.7374
57.27,60.6396,11.5587,67.4923
57.28,60.9189,11.6312,67.2484
57.29,61.1996,11.7041,67.0055
57.3,61.4817,11.7774,66.7637
57.31,61.7652,11.8511,66.523
57.32,62.0501,11.9253,66.2833
57.33,62.3364,11.9999,66.0447
57.34,62.624,12.0749,65.8071
57.35,62.9131,12.1504,65.5706
57.36,63.2037,12.2263,65.3351
57.37,63.4956,12.3026,65.1006
57.38,63.789,12.3794,64.8672
57.39,64.0839,12.4566,64.6348
57.4,64.3802,12.5342,64.4034
57.41,64.6779,12.6123,64.1731
57.42,64.9771,12.6908,63.9437
57.43,65.2778,12.7698,63.7154
57.44,65.58,12.8493,63.4881
57.45,65.8837,12.9292,63.2618
57.46,66.1888,13.0095,63.0365
57.47,66.4955,13.0903,62.8122
57.48,66.8037,13.1716,62.5889
57.49,67.1134,13.2534,62.3666
57.5,67.4246,13.3356,62.1452
57.51,67.7373,13.4182,61.9249
57.52,68.0516,13.5014,61.7055
57.53,68.3675,13.585,61.4871
57.54,68.6849,13.6691,61.2696
57.55,69.0038,13.7537,61.0531
57.56,69.3243,13.8388,60.8376
57.57,69.6464,13.9243,60.6231
57.58,69.9701,14.0104,60.4095
57.59,70.2954,14.0969,60.1968
57.6,70.6223,14.1839,59.9851
57.61,70.9508,14.2714,59.7744
57.62,71.2809,14.3595,59.5645
57.63,71.6127,14.448,59.3556
57.64,71.9461,14.537,59.1477
57.65,72.2811,14.6265,58.9407
57.66,72.6178,14.7166,58.7346
57.67,72.9561,14.8071,58.5294
57.68,73.2961,14.8982,58.3251
57.69,73.6377,14.9898,58.1218
57.7,73.9811,15.0819,57.9193
57.71,74.3261,15.1745,57.7178
57.72,74.6729,15.2677,57.5172
57.73,75.0213,15.3614,57.3174
57.74,75.3715,15.4556,57.1186
57.75,75.7234,15.5503,56.9207
57.76,76.077,15.6456,56.7236
57.77,76.4324,15.7414,56.5274
57.78,76.7895,15.8378,56.3322
57.79,77.1484,15.9347,56.1378
57.8,77.509,16.0322,55.9442
57.81,77.8714,16.1302,55.7516
57.82,78.2356,16.2288,55.5598
57.83,78.6016,16.328,55.3689
57.84,78.9694,16.4277,55.1788
57.85,79.339,16.5279,54.9896
57.86,79.7105,16.6287,54.8013
57.87,80.0837,16.7301,54.6138
57.88,80.4588,16.8321,54.4271
57.89,80.8358,16.9347,54.2413
57.9,81.2146,17.0378,54.0564
57.91,81.5952,17.1415,53.8722
57.92,81.9778,17.2458,53.6889
57.93,82.3622,17.3507,53.5065
57.94,82.7485,17.4562,53.3249
57.95,83.1367,17.5623,53.1441
57.96,83.5269,17.669,52.9641
57.97,83.9189,17.7762,52.785
57.98,84.3129,17.8841,52.6066
57.99,84.7088,17.9926,52.4291
58,85.1067,18.1017,52.2524
58.01,85.5065,18.2114,52.0765
58.02,85.9083,18.3218,51.9014
58.03,86.3121,18.4327,51.7271
58.04,86.7179,18.5443,51.5536
58.05,87.1256,18.6565,51.3809
58.06,87.5354,18.7694,51.209
58.07,87.9472,18.8829,51.0378
58.08,88.361,18.997,50.8675
58.09,88.7769,19.1118,50.6979
58.1,89.1948,19.2272,50.5292
58.11,89.6148,19.3432,50.3612
58.12,90.0368,19.4599,50.1939
58.13,90.4609,19.5773,50.0275
58.14,90.8871,19.6953,49.8618
58.15,91.3154,19.814,49.6969
58.16,91.7458,19.9334,49.5327
58.17,92.1783,20.0534,49.3693
58.18,92.613,20.1741,49.2067
58.19,93.0498,20.2955,49.0448
58.2,93.4887,20.4175,48.8837
58.21,93.9298,20.5403,48.7233
58.22,94.3731,20.6637,48.5637
58.23,94.8185,20.7878,48.4048
58.24,95.2662,20.9126,48.2466
58.25,95.7161,21.0382,48.0892
58.26,96.1681,21.1644,47.9325
58.27,96.6224,21.2913,47.7766
58.28,97.079,21.4189,47.6213
58.29,97.5377,21.5473,47.4669
58.3,97.9988,21.6764,47.3131
58.31,98.4621,21.8062,47.16
58.32,98.9277,21.9367,47.0077
58.33,99.3956,22.0679,46.8561
58.34,99.8658,22.1999,46.7052
58.35,100.338,22.3326,46.555
58.36,100.813,22.4661,46.4055
58.37,101.29,22.6003,46.2567
58.38,101.77,22.7352,46.1087
58.39,102.252,22.871,45.9613
58.4,102.736,23.0074,45.8146
58.41,103.223,23.1447,45.6687
58.42,103.712,23.2826,45.5234
58.43,104.203,23.4214,45.3788
58.44,104.697,23.561,45.2349
58.45,105.193,23.7013,45.0916
58.46,105.692,23.8424,44.9491
58.47,106.193,23.9842,44.8073
58.48,106.697,24.1269,44.6661
58.49,107.203,24.2704,44.5256
58.5,107.711,24.4147,44.3857
58.51,108.223,24.5597,44.2466
58.52,108.736,24.7056,44.1081
58.53,109.252,24.8523,43.9703
58.54,109.771,24.9998,43.8331
58.55,110.292,25.1481,43.6966
58.56,110.816,25.2973,43.5608
58.57,111.343,25.4473,43.4256
58.58,111.872,25.5981,43.291
58.59,112.403,25.7497,43.1572
58.6,112.937,25.9022,43.0239
58.61,113.474,26.0556,42.8914
58.62,114.014,26.2098,42.7594
58.63,114.556,26.3648,42.6281
58.64,115.101,26.5207,42.4975
58.65,115.648,26.6775,42.3675
58.66,116.198,26.8352,42.2381
58.67,116.751,26.9937,42.1094
58.68,117.307,27.1531,41.9812
58.69,117.865,27.3134,41.8538
58.7,118.426,27.4745,41.7269
58.71,118.99,27.6366,41.6007
58.72,119.557,27.7995,41.4751
58.73,120.126,27.9634,41.3501
58.74,120.699,28.1282,41.2257
58.75,121.274,28.2939,41.102
58.76,121.852,28.4605,40.9789
58.77,122.432,28.628,40.8563
58.78,123.016,28.7964,40.7344
58.79,123.602,28.9658,40.6131
58.8,124.192,29.1361,40.4924
58.81,124.784,29.3074,40.3723
58.82,125.379,29.4796,40.2529
58.83,125.977,29.6527,40.134
58.84,126.578,29.8268,40.0157
58.85,127.182,30.0019,39.898
58.86,127.789,30.178,39.7809
58.87,128.399,30.355,39.6644
58.88,129.012,30.533,39.5485
58.89,129.628,30.7119,39.4332
58.9,130.247,30.8919,39.3184
58.91,130.869,31.0728,39.2043
58.92,131.494,31.2548,39.0907
58.93,132.122,31.4377,38.9777
58.94,132.753,31.6217,38.8653
58.95,133.388,31.8066,38.7535
58.96,134.025,31.9926,38.6423
58.97,134.666,32.1797,38.5316
58.98,135.31,32.3677,38.4215
58.99,135.957,32.5568,38.3119
59,136.607,32.7469,38.203
59.01,137.26,32.9381,38.0946
59.02,137.917,33.1303,37.9867
59.03,138.576,33.3235,37.8795
59.04,139.239,33.5179,37.7727
59.05,139.906,33.7133,37.6666
59.06,140.575,33.9098,37.561
59.07,141.248,34.1073,37.456
59.08,141.924,34.306,37.3515
59.09,142.604,34.5057,37.2475
59.1,143.286,34.7065,37.1442
59.11,143.973,34.9085,37.0413
59.12,144.662,35.1115,36.9391
59.13,145.355,35.3156,36.8373
59.14,146.052,35.5209,36.7361
59.15,146.751,35.7273,36.6355
59.16,147.455,35.9348,36.5354
59.17,148.161,36.1435,36.4358
59.18,148.871,36.3533,36.3368
59.19,149.585,36.5643,36.2383
59.2,150.302,36.7764,36.1403
59.21,151.023,36.9897,36.0429
59.22,151.747,37.2041,35.946
59.23,152.475,37.4198,35.8497
59.24,153.206,37.6366,35.7538
59.25,153.941,37.8545,35.6585
59.26,154.68,38.0737,35.5637
59.27,155.422,38.2941,35.4695
59.28,156.168,38.5157,35.3758
59.29,156.917,38.7385,35.2825
59.3,157.671,38.9625,35.1899
59.31,158.428,39.1877,35.0977
59.32,159.188,39.4142,35.006
59.33,159.953,39.6419,34.9149
59.34,160.721,39.8708,34.8243
59.35,161.493,40.101,34.7341
59.36,162.268,40.3325,34.6446
59.37,163.048,40.5652,34.5555
59.38,163.831,40.7992,34.4669
59.39,164.618,41.0345,34.3788
59.4,165.409,41.271,34.2912
59.41,166.204,41.5088,34.2042
59.42,167.003,41.748,34.1176
59.43,167.806,41.9884,34.0316
59.44,168.613,42.2302,33.946
59.45,169.424,42.4732,33.861
59.46,170.238,42.7176,33.7764
59.47,171.057,42.9633,33.6923
59.48,171.88,43.2104,33.6088
59.49,172.706,43.4588,33.5257
59.5,173.537,43.7085,33.4431
59.51,174.372,43.9596,33.3611
