prey growth rate,0.5
prey death rate,0.002
predator 1 growth rate,0.00025
predator 1 death rate,0.11
predator 2 growth rate,0.00023
predator 2 death rate,0.1
x,500
y,100
z,100
n,20000
t (days),500

timestep,x,y,z
109.575,428.335,92.2959,105.943
109.6,429.445,92.2895,105.94
109.625,430.558,92.2837,105.937
109.65,431.675,92.2786,105.934
109.675,432.794,92.2741,105.933
109.7,433.916,92.2703,105.932
109.725,435.041,92.2671,105.932
109.75,436.17,92.2646,105.932
109.775,437.301,92.2627,105.934
109.8,438.435,92.2614,105.935
109.825,439.572,92.2609,105.938
109.85,440.712,92.261,105.941
109.875,441.855,92.2617,105.945
109.9,443.001,92.2631,105.95
109.925,444.149,92.2652,105.955
109.95,445.3,92.2679,105.961
109.975,446.454,92.2713,105.968
110,447.611,92.2753,105.976
110.025,448.771,92.28,105.984
110.05,449.933,92.2854,105.993
110.075,451.098,92.2915,106.002
110.1,452.265,92.2982,106.012
110.125,453.436,92.3057,106.023
110.15,454.608,92.3137,106.035
110.175,455.784,92.3225,106.048
110.2,456.962,92.332,106.061
110.225,458.142,92.3421,106.075
110.25,459.325,92.3529,106.089
110.275,460.51,92.3644,106.105
110.3,461.698,92.3766,106.121
110.325,462.888,92.3895,106.138
110.35,464.08,92.403,106.155
110.375,465.275,92.4173,106.173
110.4,466.472,92.4322,106.192
110.425,467.672,92.4479,106.212
110.45,468.873,92.4642,106.232
110.475,470.077,92.4812,106.254
110.5,471.283,92.499,106.276
110.525,472.491,92.5174,106.298
110.55,473.702,92.5365,106.322
110.575,474.914,92.5564,106.346
110.6,476.128,92.5769,106.371
110.625,477.345,92.5982,106.396
110.65,478.563,92.6202,106.423
110.675,479.783,92.6428,106.45
110.7,481.005,92.6662,106.478
110.725,482.229,92.6903,106.507
110.75,483.455,92.7152,106.536
110.775,484.683,92.7407,106.566
110.8,485.912,92.767,106.597
110.825,487.143,92.7939,106.629
110.85,488.376,92.8216,106.661
110.875,489.611,92.8501,106.695
110.9,490.846,92.8792,106.729
110.925,492.084,92.9091,106.763
110.95,493.323,92.9397,106.799
110.975,494.563,92.971,106.835
111,495.805,93.0031,106.872
111.025,497.049,93.0359,106.91
111.05,498.293,93.0695,106.949
111.075,499.539,93.1037,106.988
111.1,500.786,93.1388,107.029
111.125,502.035,93.1745,107.07
111.15,503.284,93.211,107.111
111.175,504.535,93.2482,107.154
111.2,505.787,93.2862,107.197
111.225,507.039,93.325,107.242
111.25,508.293,93.3644,107.287
111.275,509.548,93.4047,107.332
111.3,510.803,93.4456,107.379
111.325,512.06,93.4874,107.426
111.35,513.317,93.5298,107.474
111.375,514.575,93.5731,107.523
111.4,515.833,93.6171,107.573
111.425,517.092,93.6618,107.624
111.45,518.352,93.7073,107.675
111.475,519.612,93.7536,107.727
111.5,520.873,93.8006,107.78
111.525,522.134,93.8484,107.834
111.55,523.396,93.897,107.888
111.575,524.658,93.9463,107.944
111.6,525.92,93.9964,108
111.625,527.183,94.0473,108.057
111.65,528.445,94.0989,108.115
111.675,529.708,94.1513,108.173
111.7,530.971,94.2045,108.233
111.725,532.233,94.2584,108.293
111.75,533.496,94.3131,108.354
111.775,534.758,94.3686,108.416
111.8,536.021,94.4249,108.479
111.825,537.283,94.482,108.542
111.85,538.545,94.5398,108.607
111.875,539.806,94.5984,108.672
111.9,541.067,94.6578,108.738
111.925,542.328,94.718,108.805
111.95,543.588,94.779,108.873
111.975,544.847,94.8407,108.941
112,546.106,94.9033,109.01
112.025,547.364,94.9666,109.081
112.05,548.621,95.0307,109.152
112.075,549.878,95.0956,109.223
112.1,551.133,95.1613,109.296
112.125,552.388,95.2278,109.37
112.15,553.641,95.2951,109.444
112.175,554.893,95.3632,109.519
112.2,556.144,95.4321,109.595
112.225,557.394,95.5018,109.672
112.25,558.643,95.5722,109.75
112.275,559.89,95.6435,109.829
112.3,561.136,95.7156,109.908
112.325,562.38,95.7884,109.988
112.35,563.623,95.8621,110.069
112.375,564.864,95.9366,110.151
112.4,566.103,96.0118,110.234
112.425,567.341,96.0879,110.318
112.45,568.577,96.1648,110.402
112.475,569.811,96.2425,110.488
112.5,571.042,96.321,110.574
112.525,572.272,96.4002,110.661
112.55,573.5,96.4803,110.749
112.575,574.725,96.5612,110.838
112.6,575.948,96.643,110.927
112.625,577.169,96.7255,111.018
112.65,578.387,96.8088,111.109
112.675,579.603,96.8929,111.201
112.7,580.816,96.9779,111.294
112.725,582.026,97.0636,111.388
112.75,583.234,97.1502,111.483
112.775,584.439,97.2376,111.578
112.8,585.641,97.3258,111.675
112.825,586.84,97.4148,111.772
112.85,588.036,97.5046,111.87
112.875,589.229,97.5952,111.969
112.9,590.418,97.6866,112.069
112.925,591.605,97.7789,112.17
112.95,592.788,97.8719,112.272
112.975,593.967,97.9658,112.374
113,595.143,98.0605,112.477
113.025,596.316,98.1559,112.581
113.05,597.485,98.2523,112.686
113.075,598.65,98.3494,112.792
113.1,599.811,98.4473,112.899
113.125,600.968,98.546,113.007
113.15,602.121,98.6456,113.115
113.175,603.271,98.7459,113.224
113.2,604.416,98.8471,113.334
113.225,605.556,98.9491,113.445
113.25,606.693,99.0519,113.557
113.275,607.825,99.1555,113.67
113.3,608.952,99.2599,113.783
113.325,610.075,99.3651,113.898
113.35,611.194,99.4711,114.013
113.375,612.307,99.578,114.129
113.4,613.416,99.6856,114.246
113.425,614.52,99.794,114.364
113.45,615.618,99.9033,114.482
113.475,616.712,100.013,114.602
113.5,617.801,100.124,114.722
113.525,618.884,100.236,114.843
113.55,619.962,100.348,114.965
113.575,621.034,100.462,115.088
113.6,622.101,100.576,115.212
113.625,623.163,100.691,115.336
113.65,624.218,100.806,115.462
113.675,625.268,100.923,115.588
113.7,626.312,101.04,115.715
113.725,627.35,101.158,115.843
113.75,628.382,101.277,115.971
113.775,629.408,101.396,116.101
113.8,630.428,101.517,116.231
113.825,631.442,101.638,116.362
113.85,632.449,101.76,116.494
113.875,633.449,101.883,116.627
113.9,634.443,102.006,116.761
113.925,635.431,102.131,116.895
113.95,636.412,102.256,117.031
113.975,637.385,102.382,117.167
114,638.352,102.509,117.303
114.025,639.312,102.636,117.441
114.05,640.265,102.764,117.58
114.075,641.211,102.893,117.719
114.1,642.15,103.023,117.859
114.125,643.081,103.154,118
114.15,644.005,103.285,118.142
114.175,644.921,103.417,118.284
114.2,645.83,103.55,118.428
114.225,646.731,103.683,118.572
114.25,647.624,103.818,118.717
114.275,648.51,103.953,118.862
114.3,649.387,104.089,119.009
114.325,650.257,104.225,119.156
114.35,651.118,104.363,119.304
114.375,651.971,104.501,119.453
114.4,652.816,104.64,119.602
114.425,653.653,104.779,119.753
114.45,654.481,104.919,119.904
114.475,655.3,105.06,120.056
114.5,656.111,105.202,120.208
114.525,656.914,105.345,120.362
114.55,657.707,105.488,120.516
114.575,658.492,105.632,120.671
114.6,659.268,105.776,120.826
114.625,660.034,105.922,120.983
114.65,660.792,106.068,121.14
114.675,661.541,106.214,121.297
114.7,662.28,106.362,121.456
114.725,663.01,106.51,121.615
114.75,663.73,106.659,121.775
114.775,664.441,106.808,121.936
114.8,665.142,106.958,122.097
114.825,665.834,107.109,122.259
114.85,666.516,107.261,122.422
114.875,667.188,107.413,122.585
114.9,667.851,107.566,122.75
114.925,668.503,107.719,122.914
114.95,669.145,107.873,123.08
114.975,669.777,108.028,123.246
115,670.399,108.184,123.413
115.025,671.011,108.34,123.581
115.05,671.612,108.496,123.749
115.075,672.203,108.654,123.918
115.1,672.784,108.812,124.087
115.125,673.354,108.97,124.257
115.15,673.913,109.13,124.428
115.175,674.462,109.29,124.599
115.2,675,109.45,124.771
115.225,675.527,109.611,124.944
115.25,676.043,109.773,125.117
115.275,676.549,109.935,125.291
115.3,677.043,110.098,125.466
115.325,677.526,110.261,125.641
115.35,677.998,110.425,125.816
115.375,678.459,110.59,125.993
115.4,678.908,110.755,126.17
115.425,679.346,110.92,126.347
115.45,679.773,111.087,126.525
115.475,680.189,111.253,126.703
115.5,680.592,111.421,126.882
115.525,680.985,111.588,127.062
115.55,681.365,111.757,127.242
115.575,681.734,111.926,127.423
115.6,682.091,112.095,127.604
115.625,682.437,112.265,127.786
115.65,682.77,112.435,127.968
115.675,683.092,112.606,128.151
115.7,683.402,112.777,128.334
115.725,683.699,112.949,128.518
115.75,683.985,113.121,128.702
115.775,684.259,113.294,128.886
115.8,684.52,113.467,129.072
115.825,684.769,113.641,129.257
115.85,685.006,113.815,129.443
115.875,685.231,113.99,129.63
115.9,685.444,114.164,129.817
115.925,685.644,114.34,130.004
115.95,685.831,114.516,130.192
115.975,686.007,114.692,130.38
116,686.17,114.868,130.568
116.025,686.32,115.045,130.757
116.05,686.458,115.222,130.946
116.075,686.583,115.4,131.136
116.1,686.695,115.578,131.326
116.125,686.795,115.756,131.517
116.15,686.883,115.935,131.707
116.175,686.957,116.114,131.898
116.2,687.019,116.294,132.09
116.225,687.068,116.473,132.282
116.25,687.105,116.653,132.474
116.275,687.128,116.834,132.666
116.3,687.139,117.014,132.859
116.325,687.137,117.195,133.052
116.35,687.122,117.376,133.245
116.375,687.094,117.558,133.438
116.4,687.054,117.739,133.632
116.425,687,117.921,133.826
116.45,686.934,118.103,134.02
116.475,686.854,118.286,134.215
116.5,686.762,118.468,134.409
116.525,686.657,118.651,134.604
116.55,686.538,118.834,134.799
116.575,686.407,119.017,134.994
116.6,686.263,119.201,135.19
116.625,686.106,119.384,135.385
116.65,685.936,119.568,135.581
116.675,685.753,119.752,135.777
116.7,685.557,119.936,135.973
116.725,685.348,120.12,136.169
116.75,685.126,120.304,136.365
116.775,684.891,120.489,136.562
116.8,684.643,120.673,136.758
116.825,684.382,120.858,136.955
116.85,684.108,121.042,137.151
116.875,683.821,121.227,137.348
116.9,683.522,121.412,137.544
116.925,683.209,121.597,137.741
116.95,682.884,121.782,137.938
116.975,682.545,121.966,138.135
117,682.194,122.151,138.332
117.025,681.83,122.336,138.528
117.05,681.454,122.521,138.725
117.075,681.064,122.706,138.922
117.1,680.662,122.891,139.119
117.125,680.247,123.076,139.315
117.15,679.819,123.26,139.512
117.175,679.378,123.445,139.708
117.2,678.925,123.63,139.905
117.225,678.459,123.814,140.101
117.25,677.981,123.999,140.297
117.275,677.49,124.183,140.494
117.3,676.987,124.368,140.69
117.325,676.471,124.552,140.885
117.35,675.942,124.736,141.081
117.375,675.402,124.92,141.277
117.4,674.849,125.103,141.472
117.425,674.283,125.287,141.667
117.45,673.705,125.47,141.862
117.475,673.115,125.653,142.057
117.5,672.513,125.836,142.252
117.525,671.899,126.019,142.446
117.55,671.273,126.202,142.64
117.575,670.634,126.384,142.834
117.6,669.984,126.566,143.027
117.625,669.322,126.748,143.221
117.65,668.647,126.929,143.414
117.675,667.961,127.111,143.606
117.7,667.264,127.291,143.799
117.725,666.554,127.472,143.991
117.75,665.833,127.652,144.183
117.775,665.1,127.832,144.374
117.8,664.356,128.012,144.565
117.825,663.6,128.191,144.756
117.85,662.833,128.37,144.946
117.875,662.055,128.549,145.136
117.9,661.265,128.727,145.325
117.925,660.464,128.905,145.514
117.95,659.652,129.082,145.703
117.975,658.829,129.259,145.891
118,657.996,129.436,146.079
118.025,657.151,129.612,146.266
118.05,656.295,129.788,146.453
118.075,655.429,129.963,146.639
118.1,654.551,130.138,146.825
118.125,653.664,130.312,147.01
118.15,652.765,130.486,147.195
118.175,651.857,130.659,147.379
118.2,650.938,130.832,147.563
118.225,650.009,131.004,147.746
118.25,649.069,131.176,147.928
118.275,648.119,131.347,148.11
118.3,647.16,131.517,148.292
118.325,646.19,131.687,148.473
118.35,645.211,131.857,148.653
118.375,644.222,132.026,148.832
118.4,643.223,132.194,149.011
118.425,642.215,132.362,149.19
118.45,641.197,132.528,149.367
118.475,640.17,132.695,149.544
118.5,639.133,132.86,149.72
118.525,638.087,133.026,149.896
118.55,637.032,133.19,150.071
118.575,635.969,133.354,150.245
118.6,634.896,133.517,150.418
118.625,633.814,133.679,150.591
118.65,632.724,133.84,150.763
118.675,631.625,134.001,150.934
118.7,630.517,134.161,151.105
118.725,629.401,134.321,151.274
118.75,628.277,134.479,151.443
118.775,627.144,134.637,151.611
118.8,626.003,134.794,151.779
118.825,624.855,134.951,151.945
118.85,623.698,135.106,152.111
118.875,622.534,135.261,152.276
118.9,621.361,135.415,152.44
118.925,620.181,135.568,152.603
118.95,618.994,135.72,152.765
118.975,617.799,135.871,152.926
119,616.597,136.022,153.087
119.025,615.388,136.172,153.246
119.05,614.171,136.321,153.405
119.075,612.948,136.469,153.563
119.1,611.718,136.616,153.72
119.125,610.481,136.762,153.876
119.15,609.237,136.907,154.031
119.175,607.987,137.051,154.185
119.2,606.73,137.195,154.338
119.225,605.467,137.337,154.49
119.25,604.197,137.479,154.641
119.275,602.922,137.619,154.791
119.3,601.64,137.759,154.94
119.325,600.353,137.898,155.088
119.35,599.06,138.036,155.236
119.375,597.761,138.172,155.382
119.4,596.456,138.308,155.527
119.425,595.146,138.443,155.671
119.45,593.831,138.577,155.814
119.475,592.51,138.709,155.956
119.5,591.185,138.841,156.097
119.525,589.854,138.972,156.237
119.55,588.518,139.101,156.375
119.575,587.177,139.23,156.513
119.6,585.832,139.357,156.65
119.625,584.482,139.484,156.785
119.65,583.128,139.609,156.92
119.675,581.769,139.734,157.053
119.7,580.406,139.857,157.185
119.725,579.039,139.979,157.316
119.75,577.667,140.1,157.446
119.775,576.292,140.22,157.575
119.8,574.913,140.339,157.702
119.825,573.53,140.457,157.829
119.85,572.144,140.574,157.954
119.875,570.754,140.689,158.078
119.9,569.36,140.803,158.201
119.925,567.964,140.917,158.323
119.95,566.564,141.029,158.444
119.975,565.161,141.14,158.563
120,563.755,141.25,158.682
120.025,562.346,141.358,158.799
120.05,560.934,141.466,158.915
120.075,559.52,141.572,159.029
120.1,558.103,141.677,159.143
120.125,556.684,141.781,159.255
120.15,555.262,141.884,159.366
120.175,553.838,141.986,159.476
120.2,552.412,142.086,159.584
120.225,550.984,142.185,159.692
120.25,549.553,142.283,159.798
120.275,548.121,142.38,159.903
120.3,546.688,142.476,160.006
120.325,545.252,142.57,160.109
120.35,543.815,142.663,160.21
120.375,542.377,142.755,160.309
120.4,540.937,142.846,160.408
120.425,539.496,142.936,160.505
120.45,538.054,143.024,160.601
120.475,536.611,143.111,160.696
120.5,535.167,143.197,160.789
120.525,533.722,143.281,160.882
120.55,532.276,143.365,160.972
120.575,530.83,143.447,161.062
120.6,529.383,143.527,161.15
120.625,527.935,143.607,161.237
120.65,526.487,143.685,161.323
120.675,525.039,143.762,161.408
120.7,523.591,143.838,161.491
120.725,522.142,143.913,161.572
120.75,520.694,143.986,161.653
120.775,519.245,144.058,161.732
120.8,517.797,144.129,161.81
120.825,516.349,144.198,161.887
120.85,514.901,144.266,161.962
120.875,513.454,144.333,162.036
120.9,512.007,144.399,162.108
120.925,510.56,144.463,162.18
120.95,509.115,144.526,162.25
120.975,507.67,144.588,162.319
121,506.226,144.648,162.386
121.025,504.783,144.708,162.452
121.05,503.341,144.766,162.517
121.075,501.899,144.822,162.58
121.1,500.46,144.878,162.642
121.125,499.021,144.932,162.703
121.15,497.583,144.985,162.762
121.175,496.147,145.036,162.82
121.2,494.713,145.086,162.877
121.225,493.28,145.135,162.933
121.25,491.849,145.183,162.987
121.275,490.419,145.229,163.04
121.3,488.991,145.275,163.091
121.325,487.565,145.318,163.141
121.35,486.141,145.361,163.19
121.375,484.719,145.402,163.238
121.4,483.298,145.442,163.284
121.425,481.88,145.481,163.329
121.45,480.464,145.518,163.372
121.475,479.051,145.555,163.415
121.5,477.64,145.589,163.456
121.525,476.231,145.623,163.495
121.55,474.824,145.655,163.534
121.575,473.42,145.686,163.57
121.6,472.019,145.716,163.606
121.625,470.62,145.745,163.641
121.65,469.224,145.772,163.674
121.675,467.831,145.798,163.705
121.7,466.44,145.823,163.736
121.725,465.053,145.846,163.765
121.75,463.668,145.868,163.793
121.775,462.286,145.889,163.819
121.8,460.908,145.909,163.845
121.825,459.532,145.928,163.869
121.85,458.16,145.945,163.891
121.875,456.791,145.961,163.913
121.9,455.425,145.975,163.933
121.925,454.063,145.989,163.952
121.95,452.703,146.001,163.969
121.975,451.348,146.012,163.985
122,449.996,146.022,164
122.025,448.647,146.03,164.014
122.05,447.302,146.038,164.027
122.075,445.96,146.044,164.038
122.1,444.622,146.048,164.048
122.125,443.288,146.052,164.056
122.15,441.958,146.054,164.064
122.175,440.631,146.056,164.07
122.2,439.308,146.056,164.075
122.225,437.99,146.054,164.078
122.25,436.675,146.052,164.081
122.275,435.364,146.048,164.082
122.3,434.057,146.043,164.082
122.325,432.754,146.037,164.081
122.35,431.455,146.03,164.078
122.375,430.161,146.022,164.074
122.4,428.87,146.012,164.069
122.425,427.584,146.002,164.063
122.45,426.302,145.99,164.056
122.475,425.024,145.977,164.047
122.5,423.751,145.962,164.037
122.525,422.482,145.947,164.026
122.55,421.217,145.93,164.014
122.575,419.957,145.913,164.001
122.6,418.701,145.894,163.986
122.625,417.45,145.874,163.97
122.65,416.203,145.853,163.953
122.675,414.96,145.83,163.935
122.7,413.723,145.807,163.916
122.725,412.49,145.783,163.896
122.75,411.261,145.757,163.874
122.775,410.037,145.73,163.851
122.8,408.818,145.702,163.827
122.825,407.604,145.673,163.802
122.85,406.394,145.643,163.776
122.875,405.189,145.612,163.749
122.9,403.989,145.58,163.721
122.925,402.793,145.547,163.691
122.95,401.603,145.512,163.66
122.975,400.417,145.477,163.629
123,399.236,145.44,163.596
123.025,398.06,145.403,163.562
123.05,396.889,145.364,163.527
123.075,395.723,145.324,163.49
123.1,394.561,145.284,163.453
123.125,393.405,145.242,163.415
123.15,392.254,145.199,163.375
123.175,391.107,145.155,163.335
123.2,389.966,145.11,163.293
123.225,388.83,145.064,163.251
123.25,387.699,145.018,163.207
123.275,386.573,144.97,163.162
123.3,385.451,144.921,163.117
123.325,384.335,144.871,163.07
123.35,383.225,144.82,163.022
123.375,382.119,144.768,162.973
123.4,381.018,144.715,162.923
123.425,379.923,144.661,162.872
123.45,378.832,144.607,162.821
123.475,377.747,144.551,162.768
123.5,376.667,144.494,162.714
123.525,375.592,144.436,162.659
123.55,374.523,144.378,162.603
123.575,373.458,144.318,162.546
123.6,372.399,144.258,162.488
123.625,371.345,144.196,162.43
123.65,370.296,144.134,162.37
123.675,369.253,144.071,162.309
123.7,368.214,144.007,162.248
123.725,367.181,143.942,162.185
123.75,366.154,143.876,162.122
123.775,365.131,143.809,162.057
123.8,364.114,143.741,161.992
123.825,363.102,143.672,161.925
123.85,362.095,143.603,161.858
123.875,361.093,143.533,161.79
123.9,360.097,143.461,161.721
123.925,359.106,143.389,161.651
123.95,358.121,143.316,161.581
123.975,357.14,143.243,161.509
124,356.165,143.168,161.436
124.025,355.196,143.093,161.363
124.05,354.231,143.016,161.289
124.075,353.272,142.939,161.213
124.1,352.318,142.861,161.138
124.125,351.369,142.783,161.061
124.15,350.426,142.703,160.983
124.175,349.488,142.623,160.905
124.2,348.555,142.542,160.825
124.225,347.628,142.46,160.745
124.25,346.706,142.377,160.664
124.275,345.789,142.294,160.582
124.3,344.878,142.21,160.5
124.325,343.971,142.125,160.416
124.35,343.07,142.039,160.332
124.375,342.175,141.953,160.247
124.4,341.284,141.866,160.162
124.425,340.399,141.778,160.075
124.45,339.519,141.689,159.988
124.475,338.644,141.6,159.9
124.5,337.775,141.51,159.811
124.525,336.911,141.419,159.722
124.55,336.052,141.327,159.631
124.575,335.198,141.235,159.54
124.6,334.35,141.142,159.449
124.625,333.507,141.049,159.356
124.65,332.669,140.955,159.263
124.675,331.836,140.86,159.169
124.7,331.009,140.764,159.075
124.725,330.187,140.668,158.979
124.75,329.37,140.571,158.883
124.775,328.558,140.474,158.787
124.8,327.751,140.375,158.689
124.825,326.95,140.277,158.591
124.85,326.153,140.177,158.493
124.875,325.362,140.077,158.393
124.9,324.576,139.976,158.293
124.925,323.796,139.875,158.193
124.95,323.02,139.773,158.091
124.975,322.249,139.671,157.99
125,321.484,139.568,157.887
125.025,320.724,139.464,157.784
125.05,319.969,139.36,157.68
125.075,319.219,139.255,157.576
125.1,318.474,139.15,157.471
125.125,317.734,139.044,157.365
125.15,316.999,138.937,157.259
125.175,316.27,138.83,157.152
125.2,315.545,138.722,157.045
125.225,314.825,138.614,156.937
125.25,314.111,138.505,156.828
125.275,313.401,138.396,156.719
125.3,312.697,138.286,156.609
125.325,311.998,138.176,156.499
125.35,311.303,138.065,156.388
125.375,310.614,137.954,156.277
125.4,309.929,137.842,156.165
125.425,309.25,137.73,156.053
125.45,308.575,137.617,155.94
125.475,307.906,137.504,155.827
125.5,307.241,137.39,155.713
125.525,306.581,137.276,155.598
125.55,305.927,137.161,155.483
125.575,305.277,137.046,155.368
125.6,304.632,136.93,155.252
125.625,303.992,136.814,155.135
125.65,303.357,136.698,155.018
125.675,302.726,136.581,154.901
125.7,302.101,136.463,154.783
125.725,301.48,136.346,154.665
125.75,300.864,136.227,154.546
125.775,300.253,136.109,154.427
125.8,299.647,135.99,154.307
125.825,299.046,135.87,154.187
125.85,298.449,135.75,154.067
125.875,297.858,135.63,153.946
125.9,297.271,135.509,153.824
125.925,296.688,135.388,153.702
125.95,296.111,135.267,153.58
125.975,295.538,135.145,153.457
126,294.97,135.023,153.334
126.025,294.407,134.9,153.211
126.05,293.848,134.777,153.087
126.075,293.294,134.654,152.963
126.1,292.745,134.53,152.838
126.125,292.2,134.406,152.713
126.15,291.66,134.282,152.588
126.175,291.125,134.157,152.462
126.2,290.594,134.032,152.336
126.225,290.068,133.907,152.209
126.25,289.546,133.781,152.083
126.275,289.029,133.655,151.955
126.3,288.517,133.529,151.828
126.325,288.009,133.402,151.7
126.35,287.506,133.276,151.572
126.375,287.007,133.148,151.443
126.4,286.513,133.021,151.314
126.425,286.024,132.893,151.185
126.45,285.539,132.765,151.056
126.475,285.058,132.637,150.926
126.5,284.582,132.508,150.796
126.525,284.11,132.379,150.666
126.55,283.643,132.25,150.535
126.575,283.18,132.121,150.404
126.6,282.722,131.991,150.273
126.625,282.268,131.861,150.141
126.65,281.819,131.731,150.009
126.675,281.374,131.601,149.877
126.7,280.933,131.47,149.745
126.725,280.497,131.34,149.612
126.75,280.065,131.209,149.479
126.775,279.637,131.077,149.346
126.8,279.214,130.946,149.213
126.825,278.795,130.814,149.079
126.85,278.381,130.682,148.946
126.875,277.97,130.55,148.811
126.9,277.564,130.418,148.677
126.925,277.163,130.285,148.543
126.95,276.765,130.153,148.408
126.975,276.372,130.02,148.273
127,275.983,129.887,148.138
127.025,275.599,129.753,148.002
127.05,275.219,129.62,147.867
127.075,274.842,129.486,147.731
127.1,274.47,129.353,147.595
127.125,274.103,129.219,147.459
127.15,273.739,129.085,147.323
127.175,273.38,128.951,147.186
127.2,273.025,128.816,147.049
127.225,272.674,128.682,146.913
127.25,272.327,128.547,146.776
127.275,271.984,128.412,146.638
127.3,271.645,128.277,146.501
127.325,271.311,128.142,146.364
127.35,270.981,128.007,146.226
127.375,270.654,127.872,146.088
127.4,270.332,127.736,145.95
127.425,270.014,127.601,145.812
127.45,269.7,127.465,145.674
127.475,269.39,127.33,145.536
127.5,269.084,127.194,145.397
127.525,268.782,127.058,145.258
127.55,268.484,126.922,145.12
127.575,268.19,126.786,144.981
127.6,267.9,126.65,144.842
127.625,267.614,126.513,144.703
127.65,267.333,126.377,144.564
127.675,267.055,126.241,144.425
127.7,266.781,126.104,144.285
127.725,266.511,125.967,144.146
127.75,266.245,125.831,144.006
127.775,265.983,125.694,143.867
127.8,265.724,125.557,143.727
127.825,265.47,125.421,143.587
127.85,265.22,125.284,143.447
127.875,264.973,125.147,143.308
127.9,264.731,125.01,143.168
127.925,264.492,124.873,143.028
127.95,264.257,124.736,142.888
127.975,264.026,124.599,142.747
128,263.799,124.462,142.607
128.025,263.576,124.325,142.467
128.05,263.357,124.188,142.327
128.075,263.141,124.051,142.186
128.1,262.929,123.914,142.046
128.125,262.722,123.776,141.906
128.15,262.517,123.639,141.765
128.175,262.317,123.502,141.625
128.2,262.121,123.365,141.484
128.225,261.928,123.228,141.344
128.25,261.739,123.091,141.203
128.275,261.554,122.954,141.063
128.3,261.372,122.816,140.922
128.325,261.195,122.679,140.782
128.35,261.021,122.542,140.641
128.375,260.851,122.405,140.501
128.4,260.684,122.268,140.36
128.425,260.521,122.131,140.22
128.45,260.362,121.994,140.079
128.475,260.207,121.857,139.939
128.5,260.055,121.72,139.798
128.525,259.907,121.583,139.658
128.55,259.763,121.447,139.518
128.575,259.623,121.31,139.377
128.6,259.486,121.173,139.237
128.625,259.352,121.036,139.096
128.65,259.223,120.9,138.956
128.675,259.097,120.763,138.816
128.7,258.975,120.627,138.676
128.725,258.856,120.49,138.536
128.75,258.741,120.354,138.395
128.775,258.63,120.218,138.255
128.8,258.522,120.081,138.115
128.825,258.418,119.945,137.975
128.85,258.317,119.809,137.836
128.875,258.22,119.673,137.696
128.9,258.127,119.537,137.556
128.925,258.037,119.401,137.416
128.95,257.951,119.266,137.277
128.975,257.868,119.13,137.137
129,257.789,118.994,136.998
129.025,257.714,118.859,136.858
129.05,257.642,118.724,136.719
129.075,257.574,118.588,136.58
129.1,257.509,118.453,136.441
129.125,257.448,118.318,136.302
129.15,257.39,118.183,136.163
129.175,257.336,118.048,136.024
129.2,257.285,117.914,135.885
129.225,257.238,117.779,135.746
129.25,257.195,117.645,135.608
129.275,257.154,117.51,135.469
129.3,257.118,117.376,135.331
129.325,257.085,117.242,135.193
129.35,257.055,117.108,135.055
129.375,257.029,116.974,134.917
129.4,257.007,116.84,134.779
129.425,256.988,116.707,134.641
129.45,256.972,116.573,134.504
129.475,256.96,116.44,134.366
129.5,256.951,116.307,134.229
129.525,256.946,116.174,134.092
129.55,256.945,116.041,133.955
129.575,256.946,115.908,133.818
129.6,256.952,115.776,133.681
129.625,256.96,115.644,133.545
129.65,256.972,115.511,133.408
129.675,256.988,115.379,133.272
129.7,257.007,115.247,133.136
129.725,257.03,115.116,133
129.75,257.056,114.984,132.864
129.775,257.085,114.853,132.728
129.8,257.118,114.721,132.592
129.825,257.154,114.59,132.457
129.85,257.194,114.46,132.322
129.875,257.237,114.329,132.187
129.9,257.283,114.198,132.052
129.925,257.333,114.068,131.917
129.95,257.387,113.938,131.783
129.975,257.443,113.808,131.648
130,257.504,113.678,131.514
130.025,257.567,113.549,131.38
130.05,257.634,113.419,131.247
130.075,257.705,113.29,131.113
130.1,257.778,113.161,130.98
130.125,257.856,113.032,130.846
130.15,257.936,112.904,130.713
130.175,258.02,112.775,130.581
130.2,258.108,112.647,130.448
130.225,258.198,112.519,130.315
130.25,258.293,112.392,130.183
130.275,258.39,112.264,130.051
130.3,258.491,112.137,129.919
130.325,258.596,112.01,129.788
130.35,258.703,111.883,129.656
130.375,258.815,111.756,129.525
130.4,258.929,111.63,129.394
130.425,259.047,111.503,129.264
130.45,259.168,111.377,129.133
130.475,259.293,111.252,129.003
130.5,259.421,111.126,128.873
130.525,259.552,111.001,128.743
130.55,259.687,110.876,128.613
130.575,259.825,110.751,128.484
130.6,259.967,110.626,128.355
130.625,260.112,110.502,128.226
130.65,260.26,110.378,128.097
130.675,260.412,110.254,127.969
130.7,260.567,110.13,127.841
130.725,260.725,110.007,127.713
130.75,260.887,109.884,127.585
130.775,261.052,109.761,127.458
130.8,261.221,109.638,127.33
130.825,261.392,109.516,127.203
130.85,261.568,109.394,127.077
130.875,261.746,109.272,126.95
130.9,261.928,109.15,126.824
130.925,262.114,109.029,126.698
130.95,262.302,108.908,126.573
130.975,262.495,108.787,126.447
131,262.69,108.666,126.322
131.025,262.889,108.546,126.197
131.05,263.091,108.426,126.073
131.075,263.297,108.306,125.948
131.1,263.506,108.187,125.824
131.125,263.718,108.068,125.7
