prey growth rate,0.5
prey death rate,0.002
predator 1 growth rate,0.00025
predator 1 death rate,0.11
predator 2 growth rate,0.00023
predator 2 death rate,0.1
x,500
y,100
z,100
n,20000
t (days),500

timestep,x,y,z
211.65,262.112,116.487,148.346
211.675,261.92,116.357,148.199
211.7,261.731,116.228,148.052
211.725,261.546,116.098,147.904
211.75,261.365,115.969,147.757
211.775,261.187,115.839,147.61
211.8,261.014,115.71,147.462
211.825,260.844,115.58,147.315
211.85,260.677,115.451,147.168
211.875,260.515,115.322,147.02
211.9,260.356,115.192,146.873
211.925,260.201,115.063,146.726
211.95,260.049,114.934,146.578
211.975,259.901,114.804,146.431
212,259.757,114.675,146.284
212.025,259.617,114.546,146.137
212.05,259.48,114.417,145.989
212.075,259.347,114.288,145.842
212.1,259.217,114.159,145.695
212.125,259.091,114.03,145.548
212.15,258.969,113.901,145.401
212.175,258.85,113.772,145.254
212.2,258.735,113.643,145.107
212.225,258.624,113.515,144.96
212.25,258.516,113.386,144.814
212.275,258.412,113.257,144.667
212.3,258.311,113.129,144.52
212.325,258.214,113,144.374
212.35,258.121,112.872,144.227
212.375,258.031,112.744,144.081
212.4,257.945,112.616,143.934
212.425,257.862,112.488,143.788
212.45,257.783,112.36,143.642
212.475,257.707,112.232,143.495
212.5,257.635,112.104,143.349
212.525,257.567,111.976,143.203
212.55,257.502,111.848,143.058
212.575,257.44,111.721,142.912
212.6,257.383,111.594,142.766
212.625,257.328,111.466,142.621
212.65,257.277,111.339,142.475
212.675,257.23,111.212,142.33
212.7,257.186,111.085,142.184
212.725,257.146,110.958,142.039
212.75,257.109,110.831,141.894
212.775,257.076,110.705,141.749
212.8,257.046,110.578,141.605
212.825,257.02,110.452,141.46
212.85,256.997,110.326,141.315
212.875,256.978,110.199,141.171
212.9,256.962,110.073,141.027
212.925,256.949,109.948,140.883
212.95,256.94,109.822,140.739
212.975,256.935,109.696,140.595
213,256.933,109.571,140.451
213.025,256.934,109.446,140.308
213.05,256.939,109.32,140.164
213.075,256.948,109.195,140.021
213.1,256.959,109.071,139.878
213.125,256.975,108.946,139.735
213.15,256.993,108.821,139.592
213.175,257.015,108.697,139.449
213.2,257.041,108.573,139.307
213.225,257.07,108.449,139.165
213.25,257.102,108.325,139.023
213.275,257.138,108.201,138.881
213.3,257.177,108.077,138.739
213.325,257.22,107.954,138.597
213.35,257.266,107.831,138.456
213.375,257.316,107.708,138.315
213.4,257.368,107.585,138.174
213.425,257.425,107.462,138.033
213.45,257.484,107.34,137.892
213.475,257.548,107.217,137.752
213.5,257.614,107.095,137.611
213.525,257.684,106.973,137.471
213.55,257.757,106.851,137.331
213.575,257.834,106.73,137.192
213.6,257.914,106.608,137.052
213.625,257.997,106.487,136.913
213.65,258.084,106.366,136.774
213.675,258.174,106.245,136.635
213.7,258.268,106.124,136.496
213.725,258.365,106.004,136.358
213.75,258.465,105.884,136.22
213.775,258.569,105.764,136.082
213.8,258.676,105.644,135.944
213.825,258.787,105.524,135.806
213.85,258.901,105.405,135.669
213.875,259.018,105.286,135.532
213.9,259.138,105.167,135.395
213.925,259.262,105.048,135.258
213.95,259.39,104.929,135.122
213.975,259.52,104.811,134.986
214,259.655,104.693,134.85
214.025,259.792,104.575,134.714
214.05,259.933,104.457,134.579
214.075,260.077,104.34,134.444
214.1,260.224,104.223,134.309
214.125,260.375,104.106,134.174
214.15,260.53,103.989,134.04
214.175,260.687,103.872,133.905
214.2,260.848,103.756,133.772
214.225,261.013,103.64,133.638
214.25,261.18,103.524,133.504
214.275,261.351,103.409,133.371
214.3,261.526,103.293,133.238
214.325,261.704,103.178,133.106
214.35,261.885,103.063,132.974
214.375,262.069,102.949,132.841
214.4,262.257,102.834,132.71
214.425,262.448,102.72,132.578
214.45,262.643,102.606,132.447
214.475,262.841,102.493,132.316
214.5,263.042,102.379,132.185
214.525,263.247,102.266,132.055
214.55,263.455,102.154,131.925
214.575,263.666,102.041,131.795
214.6,263.881,101.929,131.665
214.625,264.099,101.817,131.536
214.65,264.321,101.705,131.407
214.675,264.546,101.593,131.279
214.7,264.774,101.482,131.15
214.725,265.006,101.371,131.022
214.75,265.241,101.26,130.894
214.775,265.479,101.15,130.767
214.8,265.721,101.04,130.64
214.825,265.966,100.93,130.513
214.85,266.214,100.82,130.386
214.875,266.466,100.711,130.26
214.9,266.721,100.601,130.134
214.925,266.98,100.493,130.009
214.95,267.242,100.384,129.883
214.975,267.507,100.276,129.759
215,267.776,100.168,129.634
215.025,268.048,100.06,129.51
215.05,268.324,99.9529,129.386
215.075,268.602,99.8458,129.262
215.1,268.885,99.739,129.139
215.125,269.17,99.6324,129.015
215.15,269.459,99.5262,128.893
215.175,269.752,99.4203,128.77
215.2,270.048,99.3146,128.648
215.225,270.347,99.2093,128.527
215.25,270.65,99.1042,128.405
215.275,270.956,98.9995,128.284
215.3,271.265,98.8951,128.164
215.325,271.578,98.7909,128.043
215.35,271.894,98.6871,127.923
215.375,272.214,98.5835,127.804
215.4,272.537,98.4803,127.684
215.425,272.864,98.3774,127.565
215.45,273.194,98.2748,127.447
215.475,273.527,98.1725,127.329
215.5,273.864,98.0705,127.211
215.525,274.204,97.9688,127.093
215.55,274.547,97.8675,126.976
215.575,274.895,97.7664,126.859
215.6,275.245,97.6657,126.743
215.625,275.599,97.5653,126.627
215.65,275.956,97.4652,126.511
215.675,276.317,97.3654,126.396
215.7,276.681,97.266,126.281
215.725,277.049,97.1669,126.166
215.75,277.42,97.0681,126.052
215.775,277.795,96.9696,125.938
215.8,278.173,96.8714,125.824
215.825,278.554,96.7736,125.711
215.85,278.939,96.6762,125.599
215.875,279.328,96.579,125.486
215.9,279.719,96.4822,125.374
215.925,280.115,96.3857,125.263
215.95,280.514,96.2896,125.151
215.975,280.916,96.1937,125.041
216,281.322,96.0983,124.93
216.025,281.731,96.0031,124.82
216.05,282.144,95.9083,124.711
216.075,282.56,95.8139,124.601
216.1,282.98,95.7198,124.492
216.125,283.403,95.626,124.384
216.15,283.83,95.5326,124.276
216.175,284.26,95.4395,124.168
216.2,284.694,95.3468,124.061
216.225,285.131,95.2544,123.954
216.25,285.571,95.1624,123.848
216.275,286.016,95.0707,123.742
216.3,286.463,94.9794,123.636
216.325,286.915,94.8884,123.531
216.35,287.37,94.7978,123.426
216.375,287.828,94.7076,123.321
216.4,288.29,94.6177,123.217
216.425,288.755,94.5281,123.114
216.45,289.224,94.439,123.011
216.475,289.697,94.3502,122.908
216.5,290.173,94.2617,122.806
216.525,290.652,94.1736,122.704
216.55,291.135,94.0859,122.602
216.575,291.622,93.9985,122.501
216.6,292.112,93.9116,122.401
216.625,292.606,93.8249,122.3
216.65,293.104,93.7387,122.201
216.675,293.605,93.6528,122.101
216.7,294.109,93.5673,122.002
216.725,294.617,93.4822,121.904
216.75,295.129,93.3974,121.806
216.775,295.644,93.3131,121.708
216.8,296.163,93.2291,121.611
216.825,296.685,93.1454,121.514
216.85,297.211,93.0622,121.418
216.875,297.741,92.9793,121.322
216.9,298.274,92.8969,121.227
216.925,298.811,92.8148,121.132
216.95,299.352,92.733,121.038
216.975,299.896,92.6517,120.943
217,300.443,92.5708,120.85
217.025,300.995,92.4902,120.757
217.05,301.55,92.4101,120.664
217.075,302.108,92.3303,120.572
217.1,302.67,92.2509,120.48
217.125,303.236,92.1719,120.389
217.15,303.806,92.0934,120.298
217.175,304.379,92.0152,120.208
217.2,304.956,91.9374,120.118
217.225,305.536,91.86,120.028
217.25,306.12,91.783,119.939
217.275,306.708,91.7064,119.851
217.3,307.299,91.6302,119.763
217.325,307.894,91.5544,119.675
217.35,308.493,91.479,119.588
217.375,309.095,91.404,119.502
217.4,309.701,91.3294,119.415
217.425,310.311,91.2553,119.33
217.45,310.924,91.1815,119.245
217.475,311.541,91.1081,119.16
217.5,312.162,91.0352,119.076
217.525,312.787,90.9627,118.992
217.55,313.415,90.8906,118.909
217.575,314.046,90.8189,118.826
217.6,314.682,90.7476,118.744
217.625,315.321,90.6767,118.662
217.65,315.964,90.6062,118.581
217.675,316.611,90.5362,118.5
217.7,317.261,90.4666,118.42
217.725,317.915,90.3974,118.34
217.75,318.573,90.3287,118.261
217.775,319.234,90.2603,118.182
217.8,319.9,90.1924,118.104
217.825,320.568,90.1249,118.026
217.85,321.241,90.0579,117.949
217.875,321.917,89.9912,117.872
217.9,322.598,89.925,117.796
217.925,323.281,89.8593,117.72
217.95,323.969,89.7939,117.645
217.975,324.66,89.729,117.57
218,325.355,89.6646,117.496
218.025,326.054,89.6005,117.422
218.05,326.757,89.5369,117.349
218.075,327.463,89.4738,117.276
218.1,328.173,89.4111,117.204
218.125,328.887,89.3488,117.133
218.15,329.604,89.287,117.062
218.175,330.325,89.2256,116.991
218.2,331.05,89.1647,116.921
218.225,331.779,89.1042,116.852
218.25,332.512,89.0441,116.783
218.275,333.248,88.9845,116.714
218.3,333.988,88.9254,116.646
218.325,334.732,88.8667,116.579
218.35,335.479,88.8084,116.512
218.375,336.231,88.7507,116.446
218.4,336.986,88.6933,116.38
218.425,337.745,88.6364,116.315
218.45,338.507,88.58,116.251
218.475,339.274,88.5241,116.186
218.5,340.044,88.4686,116.123
218.525,340.818,88.4135,116.06
218.55,341.595,88.359,115.997
218.575,342.377,88.3048,115.936
218.6,343.162,88.2512,115.874
218.625,343.951,88.198,115.814
218.65,344.744,88.1453,115.753
218.675,345.54,88.0931,115.694
218.7,346.341,88.0413,115.635
218.725,347.145,87.99,115.576
218.75,347.953,87.9392,115.518
218.775,348.764,87.8888,115.461
218.8,349.58,87.8389,115.404
218.825,350.399,87.7895,115.348
218.85,351.222,87.7406,115.292
218.875,352.048,87.6922,115.237
218.9,352.879,87.6442,115.182
218.925,353.713,87.5967,115.128
218.95,354.551,87.5497,115.075
218.975,355.393,87.5032,115.022
219,356.238,87.4572,114.97
219.025,357.088,87.4116,114.918
219.05,357.941,87.3666,114.867
219.075,358.797,87.322,114.817
219.1,359.658,87.278,114.767
219.125,360.522,87.2344,114.718
219.15,361.39,87.1913,114.669
219.175,362.262,87.1487,114.621
219.2,363.137,87.1066,114.573
219.225,364.016,87.065,114.527
219.25,364.899,87.0239,114.48
219.275,365.786,86.9833,114.434
219.3,366.676,86.9432,114.389
219.325,367.571,86.9036,114.345
219.35,368.468,86.8645,114.301
219.375,369.37,86.826,114.258
219.4,370.275,86.7879,114.215
219.425,371.184,86.7503,114.173
219.45,372.097,86.7133,114.132
219.475,373.013,86.6767,114.091
219.5,373.933,86.6407,114.051
219.525,374.857,86.6052,114.011
219.55,375.784,86.5702,113.972
219.575,376.716,86.5357,113.934
219.6,377.65,86.5017,113.896
219.625,378.589,86.4683,113.859
219.65,379.531,86.4353,113.822
219.675,380.477,86.4029,113.786
219.7,381.426,86.371,113.751
219.725,382.379,86.3397,113.717
219.75,383.336,86.3089,113.683
219.775,384.296,86.2786,113.649
219.8,385.26,86.2488,113.617
219.825,386.228,86.2195,113.585
219.85,387.199,86.1908,113.553
219.875,388.174,86.1627,113.523
219.9,389.152,86.135,113.492
219.925,390.134,86.1079,113.463
219.95,391.119,86.0813,113.434
219.975,392.108,86.0553,113.406
220,393.101,86.0298,113.379
220.025,394.097,86.0049,113.352
220.05,395.097,85.9805,113.326
220.075,396.1,85.9566,113.3
220.1,397.107,85.9333,113.275
220.125,398.117,85.9105,113.251
220.15,399.131,85.8883,113.227
220.175,400.148,85.8667,113.204
220.2,401.169,85.8456,113.182
220.225,402.193,85.825,113.161
220.25,403.22,85.805,113.14
220.275,404.251,85.7856,113.12
220.3,405.286,85.7667,113.1
220.325,406.324,85.7483,113.081
220.35,407.365,85.7306,113.063
220.375,408.41,85.7134,113.046
220.4,409.458,85.6967,113.029
220.425,410.509,85.6806,113.013
220.45,411.564,85.6651,112.997
220.475,412.622,85.6502,112.983
220.5,413.683,85.6358,112.969
220.525,414.748,85.622,112.955
220.55,415.816,85.6088,112.942
220.575,416.888,85.5961,112.931
220.6,417.962,85.5841,112.919
220.625,419.04,85.5726,112.909
220.65,420.121,85.5617,112.899
220.675,421.205,85.5513,112.89
220.7,422.293,85.5416,112.881
220.725,423.383,85.5324,112.873
220.75,424.477,85.5238,112.866
220.775,425.574,85.5158,112.86
220.8,426.674,85.5084,112.854
220.825,427.777,85.5015,112.85
220.85,428.883,85.4953,112.845
220.875,429.993,85.4897,112.842
220.9,431.105,85.4846,112.839
220.925,432.221,85.4802,112.837
220.95,433.339,85.4763,112.836
220.975,434.46,85.473,112.835
221,435.585,85.4704,112.835
221.025,436.712,85.4683,112.836
221.05,437.842,85.4669,112.838
221.075,438.975,85.466,112.84
221.1,440.112,85.4658,112.843
221.125,441.25,85.4661,112.847
221.15,442.392,85.4671,112.852
221.175,443.537,85.4687,112.857
221.2,444.684,85.4709,112.863
221.225,445.834,85.4737,112.87
221.25,446.987,85.4771,112.877
221.275,448.143,85.4812,112.886
221.3,449.301,85.4858,112.895
221.325,450.462,85.4911,112.905
221.35,451.626,85.497,112.915
221.375,452.792,85.5035,112.926
221.4,453.961,85.5107,112.939
221.425,455.132,85.5185,112.951
221.45,456.306,85.5269,112.965
221.475,457.482,85.5359,112.979
221.5,458.661,85.5455,112.994
221.525,459.843,85.5558,113.01
221.55,461.026,85.5668,113.027
221.575,462.213,85.5783,113.044
221.6,463.401,85.5905,113.063
221.625,464.592,85.6034,113.082
221.65,465.785,85.6168,113.101
221.675,466.981,85.631,113.122
221.7,468.178,85.6457,113.143
221.725,469.378,85.6611,113.165
221.75,470.58,85.6772,113.188
221.775,471.784,85.6939,113.212
221.8,472.991,85.7112,113.237
221.825,474.199,85.7292,113.262
221.85,475.41,85.7479,113.288
221.875,476.622,85.7672,113.315
221.9,477.836,85.7871,113.342
221.925,479.053,85.8078,113.371
221.95,480.271,85.829,113.4
221.975,481.491,85.851,113.43
222,482.713,85.8736,113.461
222.025,483.937,85.8968,113.493
222.05,485.162,85.9207,113.525
222.075,486.39,85.9453,113.558
222.1,487.618,85.9706,113.593
222.125,488.849,85.9965,113.628
222.15,490.081,86.0231,113.663
222.175,491.315,86.0503,113.7
222.2,492.55,86.0783,113.737
222.225,493.787,86.1069,113.775
222.25,495.025,86.1362,113.814
222.275,496.264,86.1661,113.854
222.3,497.505,86.1968,113.895
222.325,498.747,86.2281,113.936
222.35,499.99,86.2601,113.979
222.375,501.235,86.2928,114.022
222.4,502.481,86.3261,114.066
222.425,503.728,86.3602,114.111
222.45,504.976,86.3949,114.156
222.475,506.225,86.4304,114.203
222.5,507.475,86.4665,114.25
222.525,508.726,86.5033,114.298
222.55,509.978,86.5408,114.347
222.575,511.23,86.579,114.397
222.6,512.484,86.6179,114.448
222.625,513.738,86.6575,114.499
222.65,514.993,86.6978,114.552
222.675,516.249,86.7387,114.605
222.7,517.505,86.7804,114.659
222.725,518.762,86.8228,114.714
222.75,520.019,86.8659,114.77
222.775,521.277,86.9097,114.827
222.8,522.535,86.9542,114.884
222.825,523.793,86.9994,114.943
222.85,525.052,87.0453,115.002
222.875,526.311,87.092,115.062
222.9,527.57,87.1393,115.123
222.925,528.83,87.1873,115.185
222.95,530.089,87.2361,115.248
222.975,531.348,87.2856,115.311
223,532.608,87.3358,115.376
223.025,533.867,87.3867,115.441
223.05,535.126,87.4383,115.507
223.075,536.385,87.4907,115.574
223.1,537.644,87.5437,115.642
223.125,538.902,87.5975,115.711
223.15,540.16,87.652,115.781
223.175,541.417,87.7073,115.851
223.2,542.674,87.7632,115.923
223.225,543.93,87.8199,115.995
223.25,545.186,87.8773,116.068
223.275,546.441,87.9354,116.143
223.3,547.696,87.9943,116.218
223.325,548.949,88.0539,116.293
223.35,550.202,88.1142,116.37
223.375,551.453,88.1753,116.448
223.4,552.704,88.2371,116.526
223.425,553.954,88.2996,116.606
223.45,555.202,88.3628,116.686
223.475,556.449,88.4268,116.768
223.5,557.695,88.4915,116.85
223.525,558.94,88.557,116.933
223.55,560.183,88.6232,117.017
223.575,561.425,88.6901,117.101
223.6,562.665,88.7578,117.187
223.625,563.904,88.8262,117.274
223.65,565.14,88.8954,117.361
223.675,566.376,88.9653,117.45
223.7,567.609,89.0359,117.539
223.725,568.84,89.1073,117.629
223.75,570.07,89.1794,117.72
223.775,571.297,89.2523,117.812
223.8,572.523,89.3259,117.905
223.825,573.746,89.4003,117.999
223.85,574.967,89.4754,118.094
223.875,576.186,89.5512,118.19
223.9,577.402,89.6278,118.286
223.925,578.616,89.7052,118.384
223.95,579.827,89.7833,118.482
223.975,581.036,89.8621,118.581
224,582.241,89.9417,118.681
224.025,583.445,90.022,118.782
224.05,584.645,90.1031,118.884
224.075,585.842,90.1849,118.987
224.1,587.037,90.2675,119.091
224.125,588.228,90.3508,119.196
224.15,589.416,90.4349,119.301
224.175,590.601,90.5197,119.408
224.2,591.783,90.6053,119.515
224.225,592.961,90.6917,119.624
224.25,594.136,90.7787,119.733
224.275,595.307,90.8666,119.843
224.3,596.475,90.9551,119.954
224.325,597.639,91.0445,120.066
224.35,598.799,91.1345,120.179
224.375,599.956,91.2254,120.293
224.4,601.108,91.3169,120.408
224.425,602.256,91.4093,120.523
224.45,603.401,91.5023,120.64
224.475,604.541,91.5962,120.757
224.5,605.676,91.6907,120.876
224.525,606.808,91.786,120.995
224.55,607.935,91.8821,121.115
224.575,609.057,91.9789,121.236
224.6,610.175,92.0765,121.358
224.625,611.288,92.1748,121.481
224.65,612.397,92.2738,121.604
224.675,613.501,92.3736,121.729
224.7,614.599,92.4742,121.855
224.725,615.693,92.5755,121.981
224.75,616.781,92.6775,122.108
224.775,617.865,92.7802,122.237
224.8,618.943,92.8838,122.366
224.825,620.016,92.988,122.496
224.85,621.083,93.093,122.627
224.875,622.145,93.1987,122.758
224.9,623.201,93.3052,122.891
224.925,624.251,93.4124,123.025
224.95,625.296,93.5203,123.159
224.975,626.335,93.629,123.295
225,627.368,93.7384,123.431
225.025,628.394,93.8486,123.568
225.05,629.415,93.9594,123.706
225.075,630.43,94.071,123.845
225.1,631.438,94.1833,123.985
225.125,632.44,94.2964,124.125
225.15,633.435,94.4102,124.267
225.175,634.424,94.5247,124.409
225.2,635.406,94.6399,124.552
225.225,636.381,94.7558,124.696
225.25,637.35,94.8725,124.841
225.275,638.311,94.9899,124.987
225.3,639.266,95.108,125.134
225.325,640.214,95.2268,125.282
225.35,641.154,95.3463,125.43
225.375,642.087,95.4665,125.579
225.4,643.013,95.5874,125.729
225.425,643.932,95.7091,125.88
225.45,644.843,95.8314,126.032
225.475,645.746,95.9545,126.185
225.5,646.642,96.0782,126.338
225.525,647.53,96.2026,126.493
225.55,648.41,96.3278,126.648
225.575,649.282,96.4536,126.804
225.6,650.146,96.5801,126.961
225.625,651.002,96.7073,127.118
225.65,651.85,96.8351,127.277
225.675,652.69,96.9637,127.436
225.7,653.521,97.0929,127.596
225.725,654.344,97.2228,127.757
225.75,655.158,97.3534,127.919
225.775,655.964,97.4847,128.081
225.8,656.761,97.6166,128.244
225.825,657.549,97.7492,128.408
225.85,658.329,97.8824,128.573
225.875,659.099,98.0163,128.739
225.9,659.861,98.1508,128.905
225.925,660.613,98.286,129.073
225.95,661.356,98.4219,129.241
225.975,662.09,98.5584,129.409
226,662.815,98.6955,129.579
226.025,663.53,98.8332,129.749
226.05,664.236,98.9716,129.92
226.075,664.932,99.1107,130.092
226.1,665.619,99.2503,130.265
226.125,666.296,99.3906,130.438
226.15,666.963,99.5314,130.612
226.175,667.62,99.6729,130.787
226.2,668.268,99.815,130.962
226.225,668.905,99.9577,131.138
226.25,669.532,100.101,131.315
226.275,670.149,100.245,131.493
226.3,670.756,100.389,131.671
226.325,671.352,100.535,131.85
226.35,671.938,100.68,132.03
226.375,672.514,100.826,132.21
226.4,673.079,100.973,132.391
226.425,673.634,101.121,132.573
226.45,674.178,101.269,132.755
226.475,674.711,101.417,132.938
226.5,675.233,101.566,133.122
226.525,675.745,101.716,133.306
226.55,676.245,101.866,133.491
226.575,676.735,102.016,133.677
226.6,677.213,102.168,133.863
226.625,677.681,102.319,134.05
226.65,678.137,102.472,134.238
226.675,678.582,102.624,134.426
226.7,679.016,102.778,134.615
226.725,679.438,102.932,134.804
226.75,679.849,103.086,134.994
226.775,680.249,103.241,135.185
226.8,680.636,103.396,135.376
226.825,681.013,103.552,135.567
226.85,681.377,103.708,135.759
226.875,681.73,103.864,135.952
226.9,682.072,104.022,136.146
226.925,682.401,104.179,136.339
226.95,682.719,104.337,136.534
226.975,683.024,104.496,136.729
227,683.318,104.655,136.924
227.025,683.6,104.814,137.12
227.05,683.869,104.974,137.316
227.075,684.127,105.134,137.513
227.1,684.372,105.295,137.711
227.125,684.606,105.456,137.909
227.15,684.827,105.617,138.107
227.175,685.035,105.779,138.306
227.2,685.232,105.941,138.505
227.225,685.416,106.104,138.705
227.25,685.588,106.267,138.905
227.275,685.747,106.43,139.105
227.3,685.894,106.594,139.306
227.325,686.028,106.758,139.508
227.35,686.15,106.922,139.709
227.375,686.259,107.087,139.911
227.4,686.356,107.252,140.114
227.425,686.44,107.417,140.317
227.45,686.512,107.582,140.52
227.475,686.57,107.748,140.724
227.5,686.616,107.915,140.928
227.525,686.65,108.081,141.132
227.55,686.671,108.248,141.336
227.575,686.678,108.415,141.541
227.6,686.674,108.582,141.746
227.625,686.656,108.75,141.952
227.65,686.625,108.917,142.158
227.675,686.582,109.085,142.363
227.7,686.526,109.254,142.57
227.725,686.457,109.422,142.776
227.75,686.375,109.591,142.983
227.775,686.28,109.76,143.19
227.8,686.173,109.929,143.397
227.825,686.052,110.098,143.604
227.85,685.919,110.267,143.812
227.875,685.772,110.437,144.02
227.9,685.613,110.606,144.228
227.925,685.441,110.776,144.436
227.95,685.256,110.946,144.644
227.975,685.058,111.116,144.852
228,684.847,111.287,145.061
228.025,684.623,111.457,145.27
228.05,684.386,111.627,145.478
228.075,684.137,111.798,145.687
228.1,683.874,111.969,145.896
228.125,683.599,112.139,146.105
228.15,683.311,112.31,146.314
228.175,683.01,112.481,146.523
228.2,682.696,112.652,146.732
228.225,682.369,112.823,146.942
228.25,682.029,112.994,147.151
228.275,681.677,113.165,147.36
228.3,681.312,113.335,147.569
228.325,680.934,113.506,147.778
228.35,680.544,113.677,147.988
228.375,680.14,113.848,148.197
228.4,679.724,114.019,148.406
228.425,679.296,114.19,148.615
228.45,678.855,114.361,148.824
228.475,678.401,114.531,149.032
228.5,677.934,114.702,149.241
228.525,677.455,114.872,149.45
228.55,676.964,115.043,149.658
228.575,676.46,115.213,149.867
228.6,675.944,115.383,150.075
228.625,675.415,115.553,150.283
228.65,674.874,115.723,150.491
228.675,674.321,115.893,150.698
228.7,673.756,116.063,150.906
228.725,673.178,116.232,151.113
228.75,672.588,116.402,151.32
228.775,671.986,116.571,151.527
228.8,671.372,116.74,151.733
228.825,670.746,116.908,151.94
228.85,670.108,117.077,152.146
228.875,669.458,117.245,152.351
228.9,668.796,117.413,152.557
228.925,668.122,117.581,152.762
228.95,667.437,117.748,152.967
228.975,666.74,117.916,153.171
229,666.031,118.083,153.375
229.025,665.31,118.249,153.579
229.05,664.579,118.416,153.782
229.075,663.835,118.582,153.985
229.1,663.08,118.747,154.188
229.125,662.314,118.913,154.39
229.15,661.537,119.078,154.592
229.175,660.749,119.243,154.793
229.2,659.949,119.407,154.994
229.225,659.138,119.571,155.195
229.25,658.317,119.734,155.395
229.275,657.484,119.898,155.594
229.3,656.641,120.06,155.793
229.325,655.786,120.223,155.992
229.35,654.921,120.385,156.19
229.375,654.046,120.546,156.387
229.4,653.16,120.707,156.584
229.425,652.263,120.868,156.78
229.45,651.357,121.028,156.976
229.475,650.439,121.188,157.171
229.5,649.512,121.347,157.366
229.525,648.575,121.505,157.56
229.55,647.627,121.663,157.753
229.575,646.669,121.821,157.946
229.6,645.702,121.978,158.138
229.625,644.725,122.135,158.33
229.65,643.738,122.291,158.52
229.675,642.742,122.446,158.71
229.7,641.735,122.601,158.9
229.725,640.72,122.755,159.089
229.75,639.695,122.909,159.277
229.775,638.661,123.062,159.464
229.8,637.618,123.215,159.651
229.825,636.566,123.366,159.836
229.85,635.504,123.518,160.021
229.875,634.434,123.668,160.206
229.9,633.355,123.818,160.389
229.925,632.268,123.968,160.572
229.95,631.172,124.116,160.754
229.975,630.067,124.264,160.935
230,628.954,124.411,161.115
230.025,627.832,124.558,161.295
230.05,626.703,124.704,161.473
230.075,625.565,124.849,161.651
230.1,624.42,124.993,161.828
230.125,623.266,125.137,162.004
230.15,622.105,125.28,162.179
230.175,620.936,125.422,162.353
230.2,619.759,125.564,162.527
230.225,618.575,125.705,162.699
230.25,617.384,125.844,162.871
230.275,616.185,125.984,163.041
230.3,614.979,126.122,163.211
230.325,613.766,126.259,163.379
230.35,612.546,126.396,163.547
230.375,611.319,126.532,163.714
230.4,610.086,126.667,163.879
230.425,608.846,126.801,164.044
230.45,607.599,126.935,164.208
230.475,606.346,127.067,164.37
230.5,605.087,127.199,164.532
230.525,603.821,127.33,164.693
230.55,602.549,127.46,164.852
230.575,601.271,127.589,165.011
230.6,599.988,127.717,165.168
230.625,598.698,127.844,165.325
230.65,597.403,127.97,165.48
230.675,596.103,128.096,165.634
230.7,594.797,128.22,165.787
230.725,593.485,128.344,165.939
230.75,592.169,128.467,166.09
230.775,590.847,128.588,166.24
230.8,589.52,128.709,166.388
230.825,588.188,128.829,166.536
230.85,586.852,128.948,166.682
230.875,585.51,129.066,166.827
230.9,584.165,129.182,166.971
230.925,582.814,129.298,167.114
230.95,581.46,129.413,167.256
230.975,580.101,129.527,167.396
231,578.738,129.64,167.535
231.025,577.371,129.752,167.674
231.05,576,129.863,167.81
231.075,574.625,129.973,167.946
231.1,573.246,130.082,168.08
231.125,571.864,130.189,168.214
231.15,570.478,130.296,168.346
231.175,569.089,130.402,168.476
231.2,567.696,130.507,168.606
231.225,566.301,130.61,168.734
231.25,564.902,130.713,168.861
231.275,563.5,130.814,168.987
231.3,562.096,130.915,169.111
231.325,560.689,131.014,169.234
231.35,559.279,131.112,169.356
231.375,557.866,131.21,169.477
231.4,556.451,131.306,169.596
231.425,555.034,131.401,169.714
231.45,553.614,131.495,169.831
231.475,552.192,131.588,169.946
231.5,550.768,131.679,170.06
231.525,549.342,131.77,170.173
231.55,547.915,131.859,170.284
231.575,546.485,131.948,170.395
231.6,545.054,132.035,170.503
231.625,543.622,132.121,170.611
231.65,542.188,132.206,170.717
231.675,540.753,132.29,170.822
231.7,539.316,132.373,170.925
231.725,537.878,132.454,171.027
231.75,536.439,132.535,171.128
231.775,534.999,132.614,171.227
231.8,533.559,132.692,171.325
231.825,532.117,132.769,171.422
231.85,530.675,132.845,171.517
231.875,529.233,132.92,171.611
231.9,527.789,132.993,171.703
231.925,526.346,133.066,171.795
231.95,524.902,133.137,171.884
231.975,523.458,133.207,171.973
232,522.013,133.276,172.06
232.025,520.569,133.344,172.145
232.05,519.125,133.41,172.23
232.075,517.681,133.476,172.312
232.1,516.237,133.54,172.394
232.125,514.793,133.603,172.474
232.15,513.35,133.665,172.553
232.175,511.907,133.725,172.63
232.2,510.465,133.785,172.706
232.225,509.024,133.843,172.78
232.25,507.583,133.9,172.853
232.275,506.143,133.956,172.925
232.3,504.704,134.011,172.995
232.325,503.266,134.065,173.064
232.35,501.829,134.117,173.131
232.375,500.393,134.168,173.197
232.4,498.958,134.219,173.262
232.425,497.525,134.267,173.325
232.45,496.093,134.315,173.387
232.475,494.663,134.362,173.448
232.5,493.233,134.407,173.507
232.525,491.806,134.451,173.564
232.55,490.38,134.494,173.62
232.575,488.956,134.536,173.675
232.6,487.534,134.576,173.729
232.625,486.114,134.616,173.781
232.65,484.695,134.654,173.831
232.675,483.279,134.691,173.88
232.7,481.865,134.727,173.928
232.725,480.453,134.761,173.975
232.75,479.043,134.795,174.02
